,ST_CASE,FATALS,PERSONS,MONTH,MAN_COLL,VSPD_LIM,LGT_COND,WEATHER,VSURCOND,STATE,DRUNK_DR,rate,rate_numerical,arrival_time
16764,290081,1,1,2,0,60,2,3,4,29,0,high,1.0,
16765,290082,1,2,2,0,55,1,8,1,29,0,low,0.5,
16766,290083,1,3,2,1,60,2,10,1,29,1,low,0.3333333333333333,
16767,290084,2,5,2,1,70,1,4,3,29,0,low,0.4,
16768,290085,1,2,3,0,60,1,8,3,29,0,low,0.5,
16769,290086,1,3,3,0,70,2,2,2,29,0,low,0.3333333333333333,
16770,290087,1,1,2,0,55,3,1,1,29,0,high,1.0,
16771,290088,1,3,2,1,65,3,1,1,29,1,low,0.3333333333333333,
16772,290089,1,1,2,0,35,3,8,2,29,0,high,1.0,
16773,290091,1,1,2,0,40,3,10,1,29,1,high,1.0,
16774,290092,2,4,3,2,55,1,1,2,29,0,low,0.5,
16775,290093,1,3,2,0,55,2,3,4,29,1,low,0.3333333333333333,
16776,290094,1,4,3,6,70,2,8,1,29,1,low,0.25,
16777,290096,1,3,3,0,70,2,1,1,29,0,low,0.3333333333333333,
16778,290097,1,2,3,0,40,3,1,1,29,0,low,0.5,
16779,290099,1,1,3,0,55,1,1,1,29,0,high,1.0,
16780,290100,1,1,3,0,55,2,10,1,29,1,high,1.0,
16781,290101,1,1,3,0,60,2,1,1,29,0,high,1.0,
16782,290102,1,1,3,0,40,2,10,1,29,0,high,1.0,
16783,290103,1,3,3,6,40,1,1,1,29,0,low,0.3333333333333333,
16784,290104,1,2,3,2,70,2,1,1,29,0,low,0.5,
16785,290105,1,2,3,2,55,1,1,1,29,1,low,0.5,
16786,290106,1,1,3,0,55,2,5,2,29,0,high,1.0,
16787,290107,2,4,3,6,65,1,5,2,29,0,low,0.5,
16788,290108,1,1,3,0,55,2,1,1,29,1,high,1.0,
16789,290109,1,1,3,0,60,9,99,99,29,1,high,1.0,
16790,290110,1,1,3,0,50,1,1,1,29,0,high,1.0,
16791,290111,1,3,2,1,40,1,1,1,29,0,low,0.3333333333333333,
16792,290112,1,1,2,0,35,3,1,1,29,1,high,1.0,
16793,290113,1,1,2,0,65,1,10,99,29,0,high,1.0,
16794,290114,1,1,2,0,35,3,99,1,29,1,high,1.0,
16795,290115,1,2,3,6,25,1,10,1,29,0,low,0.5,
16796,290116,1,2,3,0,35,3,1,1,29,1,low,0.5,
16797,290117,1,1,3,0,60,1,1,1,29,0,high,1.0,
16798,290118,1,1,3,0,55,1,10,2,29,0,high,1.0,
16799,290119,1,2,3,2,55,2,10,1,29,1,low,0.5,
16800,290120,1,3,3,2,55,1,1,1,29,0,low,0.3333333333333333,
16801,290121,1,1,3,0,60,3,2,2,29,0,high,1.0,
16802,290122,1,3,3,0,55,1,2,2,29,0,low,0.3333333333333333,
16803,290123,1,3,3,2,55,1,5,2,29,0,low,0.3333333333333333,
16804,290124,1,2,3,1,65,2,1,1,29,0,low,0.5,
16805,290125,1,1,2,0,65,2,4,3,29,1,high,1.0,
16806,290126,1,3,3,6,45,1,10,1,29,0,low,0.3333333333333333,
16807,290127,1,2,3,6,35,1,10,2,29,0,low,0.5,
16808,290128,1,5,3,6,30,2,1,1,29,0,low,0.2,
16809,290129,1,11,1,2,25,1,1,1,29,0,low,0.09090909090909091,
16810,290130,2,2,1,0,35,3,1,4,29,0,high,1.0,
16811,290131,1,4,3,6,55,1,1,1,29,0,low,0.25,
16812,290132,1,1,3,0,70,1,1,1,29,0,high,1.0,
16813,290133,1,1,3,0,45,2,1,1,29,0,high,1.0,
16814,290134,2,2,3,2,65,1,1,1,29,1,high,1.0,
16815,290135,1,2,3,0,35,2,1,1,29,1,low,0.5,
16816,290136,1,1,3,0,55,1,1,1,29,0,high,1.0,
16817,290137,2,2,3,0,55,1,10,1,29,0,high,1.0,
16818,290138,2,1,1,0,30,3,1,1,29,0,high,2.0,
16819,290139,1,3,1,1,30,3,2,2,29,1,low,0.3333333333333333,
16820,290140,1,2,3,0,98,1,10,1,29,0,low,0.5,
16821,290141,1,5,3,1,60,1,1,1,29,0,low,0.2,
16822,290142,1,3,3,6,0,1,10,0,29,1,low,0.3333333333333333,
16823,290143,1,2,3,6,30,1,1,1,29,0,low,0.5,
16824,290144,1,1,4,0,70,2,10,1,29,0,high,1.0,
16825,290145,1,1,4,0,55,1,10,1,29,1,high,1.0,
16826,290146,1,5,3,0,60,1,1,1,29,0,low,0.2,
16827,290147,1,1,3,0,45,2,10,1,29,1,high,1.0,
16828,290148,1,4,4,0,35,2,10,1,29,0,low,0.25,
16829,290149,1,4,3,2,45,2,1,1,29,1,low,0.25,
16830,290151,1,3,4,0,65,2,10,1,29,0,low,0.3333333333333333,
16831,290152,2,14,4,1,65,1,1,1,29,0,low,0.14285714285714285,
16832,290153,1,2,4,6,55,1,10,2,29,0,low,0.5,
16833,290154,1,1,4,0,50,1,1,1,29,1,high,1.0,
16834,290155,1,1,4,0,45,1,1,1,29,0,high,1.0,
16835,290156,1,1,4,0,55,1,1,1,29,1,high,1.0,
16836,290157,1,4,4,0,50,3,10,11,29,0,low,0.25,
16837,290158,1,1,4,0,55,1,1,1,29,0,high,1.0,
16838,290159,1,1,4,0,55,2,1,1,29,1,high,1.0,
16839,290160,1,2,3,1,45,1,1,1,29,0,low,0.5,
16840,290162,2,3,4,0,55,1,10,10,29,0,high,0.6666666666666666,
16841,290163,1,1,4,0,60,1,10,1,29,0,high,1.0,
16842,290164,1,3,4,2,60,1,1,1,29,0,low,0.3333333333333333,
16843,290165,1,2,4,1,60,1,1,1,29,0,low,0.5,
16844,290166,1,3,4,0,55,1,1,1,29,1,low,0.3333333333333333,
16845,290167,1,2,4,6,55,2,1,1,29,0,low,0.5,
16846,290168,1,1,4,0,55,1,10,1,29,0,high,1.0,
16847,290169,1,3,4,0,70,1,10,2,29,0,low,0.3333333333333333,
16848,290170,1,1,4,0,60,3,1,1,29,1,high,1.0,
16849,290171,1,4,2,2,98,2,98,98,29,0,low,0.25,
16850,290172,1,3,3,2,70,2,1,1,29,1,low,0.3333333333333333,
16851,290173,1,1,4,0,45,2,1,1,29,0,high,1.0,
16852,290174,1,3,4,6,35,1,10,1,29,1,low,0.3333333333333333,
16853,290175,1,2,4,0,70,1,2,2,29,0,low,0.5,
16854,290176,1,1,4,0,55,2,1,1,29,0,high,1.0,
16855,290177,1,2,4,2,55,2,1,1,29,0,low,0.5,
16856,290178,1,2,4,6,55,1,1,1,29,0,low,0.5,
16857,290179,1,2,3,6,40,1,1,1,29,0,low,0.5,
16858,290180,1,2,4,6,55,1,1,1,29,0,low,0.5,
16859,290181,1,1,4,0,55,2,10,1,29,0,high,1.0,
16860,290182,1,3,4,0,40,1,1,1,29,0,low,0.3333333333333333,
16861,290183,1,1,4,0,55,1,1,1,29,1,high,1.0,
16862,290184,1,2,4,2,55,1,1,1,29,0,low,0.5,
16863,290185,1,3,4,0,40,2,1,1,29,0,low,0.3333333333333333,
16864,290186,1,3,4,0,55,1,1,1,29,0,low,0.3333333333333333,
16865,290187,1,2,2,2,45,1,1,1,29,0,low,0.5,
16866,290188,1,1,4,0,45,1,10,1,29,0,high,1.0,
16867,290189,1,1,4,0,65,2,1,1,29,1,high,1.0,
16868,290190,1,2,4,6,35,3,1,1,29,0,low,0.5,
16869,290191,1,2,4,1,70,5,1,1,29,0,low,0.5,
16870,290192,1,2,4,2,55,1,1,1,29,0,low,0.5,
16871,290193,1,1,4,0,60,3,5,2,29,1,high,1.0,
16872,290194,1,3,4,1,70,1,1,1,29,0,low,0.3333333333333333,
16873,290195,1,1,4,0,60,3,1,1,29,0,high,1.0,
16874,290196,1,3,4,1,35,3,10,1,29,0,low,0.3333333333333333,
16875,290197,1,1,4,0,35,3,1,1,29,0,high,1.0,
16876,290198,1,1,2,0,30,3,10,1,29,1,high,1.0,
16877,290199,1,2,4,6,35,1,10,1,29,0,low,0.5,
16878,290200,1,1,1,0,35,3,1,1,29,1,high,1.0,
16879,290201,1,1,4,0,25,1,1,1,29,0,high,1.0,
16880,290202,1,1,3,0,20,1,10,1,29,0,high,1.0,
16881,290203,1,1,3,0,35,3,2,2,29,0,high,1.0,
16882,290204,1,2,4,0,60,2,1,1,29,0,low,0.5,
16883,290205,1,1,4,0,60,2,1,1,29,1,high,1.0,
16884,290206,1,1,4,0,50,1,10,1,29,0,high,1.0,
16885,290207,1,1,4,0,55,1,1,1,29,1,high,1.0,
16886,290208,1,2,4,0,55,1,1,1,29,0,low,0.5,
16887,290209,1,1,4,0,60,2,1,1,29,1,high,1.0,
16888,290210,1,2,4,6,45,3,1,1,29,0,low,0.5,
16889,290211,1,3,4,0,30,1,1,1,29,0,low,0.3333333333333333,
16890,290212,1,2,4,0,40,3,1,1,29,1,low,0.5,
16891,290213,1,1,4,0,40,3,1,1,29,1,high,1.0,
16892,290214,1,3,4,6,55,1,1,1,29,0,low,0.3333333333333333,
16893,290215,1,2,5,6,40,1,1,1,29,1,low,0.5,
16894,290216,1,4,4,1,30,1,1,1,29,0,low,0.25,
16895,290217,1,1,4,0,35,3,1,1,29,0,high,1.0,
16896,290218,1,4,3,1,50,3,1,1,29,1,low,0.25,
16897,290219,1,1,5,0,45,1,1,1,29,0,high,1.0,
16898,290220,1,1,5,0,65,2,2,2,29,0,high,1.0,
16899,290221,1,3,4,2,35,1,10,1,29,0,low,0.3333333333333333,
16900,290222,1,1,4,0,65,1,1,1,29,0,high,1.0,
16901,290223,1,1,4,0,55,1,1,1,29,0,high,1.0,
16902,290224,1,3,5,0,35,1,1,1,29,0,low,0.3333333333333333,
16903,290225,2,2,5,2,60,2,1,1,29,0,high,1.0,
16904,290226,1,2,5,0,65,1,10,1,29,0,low,0.5,
16905,290227,1,2,5,0,50,1,1,1,29,0,low,0.5,
16906,290228,1,4,5,6,65,2,1,1,29,0,low,0.25,
16907,290229,1,2,3,0,45,1,1,1,29,0,low,0.5,
16908,290230,1,3,5,6,55,1,1,1,29,0,low,0.3333333333333333,
16909,290231,1,2,5,0,45,3,1,1,29,0,low,0.5,
16910,290232,1,3,5,0,55,2,1,1,29,0,low,0.3333333333333333,
16911,290233,1,3,5,6,55,1,10,1,29,0,low,0.3333333333333333,
16912,290234,1,4,3,1,55,1,1,1,29,0,low,0.25,
16913,290235,1,2,3,1,50,3,10,1,29,0,low,0.5,
16914,290236,1,1,4,0,55,1,1,1,29,0,high,1.0,
16915,290237,1,1,5,0,60,2,1,1,29,0,high,1.0,
16916,290238,1,3,5,0,45,1,1,1,29,0,low,0.3333333333333333,
16917,290239,2,2,5,0,25,3,1,1,29,0,high,1.0,
16918,290240,2,2,5,0,30,3,10,1,29,1,high,1.0,
16919,290241,1,2,5,6,50,1,2,2,29,0,low,0.5,
16920,290242,1,2,5,2,45,1,2,2,29,0,low,0.5,
16921,290243,1,1,5,0,25,2,1,1,29,1,high,1.0,
16922,290244,1,1,4,0,25,2,10,1,29,1,high,1.0,
16923,290245,1,2,3,2,50,1,1,1,29,0,low,0.5,
16924,290246,1,1,4,0,35,2,1,1,29,1,high,1.0,
16925,290247,1,1,5,0,55,2,1,1,29,0,high,1.0,
16926,290248,1,2,5,0,60,1,1,1,29,0,low,0.5,
16927,290249,1,1,5,0,55,2,10,1,29,1,high,1.0,
16928,290250,1,1,5,0,70,9,10,1,29,0,high,1.0,
16929,290251,1,3,5,0,50,2,2,2,29,1,low,0.3333333333333333,
16930,290252,1,1,5,0,50,1,1,1,29,0,high,1.0,
16931,290253,1,1,5,0,70,2,10,1,29,0,high,1.0,
16932,290254,1,4,5,6,35,1,10,1,29,0,low,0.25,
16933,290255,2,6,5,6,65,1,10,1,29,0,low,0.3333333333333333,
16934,290256,1,3,5,0,50,2,10,1,29,1,low,0.3333333333333333,
16935,290257,1,3,5,6,25,1,2,2,29,0,low,0.3333333333333333,
16936,290258,1,1,5,0,55,2,10,1,29,1,high,1.0,
16937,290259,1,1,5,0,45,1,1,1,29,0,high,1.0,
16938,290260,1,5,5,0,70,1,10,1,29,0,low,0.2,
16939,290261,1,3,5,6,45,1,2,2,29,0,low,0.3333333333333333,
16940,290262,1,1,5,0,45,2,2,2,29,1,high,1.0,
16941,290263,1,2,6,6,35,1,1,1,29,0,low,0.5,
16942,290264,1,2,5,0,55,1,10,1,29,0,low,0.5,
16943,290265,1,4,5,6,65,1,1,1,29,1,low,0.25,
16944,290266,1,2,5,0,35,2,10,2,29,1,low,0.5,
16945,290267,2,2,5,2,45,1,1,1,29,1,high,1.0,
16946,290268,1,3,5,6,65,1,10,2,29,0,low,0.3333333333333333,
16947,290269,1,4,5,6,55,1,1,1,29,0,low,0.25,
16948,290270,1,1,5,0,50,1,10,1,29,0,high,1.0,
16949,290271,1,1,6,0,60,1,1,1,29,1,high,1.0,
16950,290272,1,1,6,0,50,1,1,1,29,1,high,1.0,
16951,290273,1,1,6,0,50,1,10,1,29,0,high,1.0,
16952,290274,2,4,6,6,45,3,1,1,29,1,low,0.5,
16953,290275,1,3,5,2,45,1,1,1,29,1,low,0.3333333333333333,
16954,290276,1,6,6,8,25,3,1,1,29,1,low,0.16666666666666666,
16955,290277,1,1,6,0,70,1,2,2,29,0,high,1.0,
16956,290278,1,2,5,6,30,1,1,1,29,0,low,0.5,
16957,290279,1,3,5,0,50,1,10,1,29,0,low,0.3333333333333333,
16958,290280,1,3,5,0,50,1,10,1,29,1,low,0.3333333333333333,
16959,290281,1,1,6,0,55,1,10,1,29,0,high,1.0,
16960,290282,1,2,6,6,70,1,1,1,29,0,low,0.5,
16961,290283,1,3,6,0,45,1,1,1,29,0,low,0.3333333333333333,
16962,290284,1,8,6,6,65,1,1,1,29,0,low,0.125,
16963,290285,1,4,6,0,70,2,1,1,29,0,low,0.25,
16964,290286,1,4,6,1,70,2,10,1,29,0,low,0.25,
16965,290287,1,2,6,6,55,1,1,1,29,0,low,0.5,
16966,290288,1,1,6,0,55,1,1,1,29,0,high,1.0,
16967,290289,1,1,6,0,60,2,2,2,29,1,high,1.0,
16968,290290,1,1,6,0,30,1,1,1,29,1,high,1.0,
16969,290291,1,2,6,1,65,1,10,1,29,0,low,0.5,
16970,290292,1,2,6,0,60,2,10,2,29,0,low,0.5,
16971,290293,1,1,6,0,55,1,1,1,29,1,high,1.0,
16972,290294,1,2,6,2,55,1,10,2,29,0,low,0.5,
16973,290295,1,2,6,2,55,1,10,1,29,0,low,0.5,
16974,290296,1,1,6,0,55,2,1,1,29,0,high,1.0,
16975,290297,1,1,6,0,50,1,10,1,29,0,high,1.0,
16976,290298,1,3,4,0,30,3,1,1,29,0,low,0.3333333333333333,
16977,290299,1,1,4,0,45,3,10,1,29,1,high,1.0,
16978,290300,1,5,5,1,55,1,1,1,29,1,low,0.2,
16979,290301,1,2,5,6,30,3,10,1,29,0,low,0.5,
16980,290302,1,1,5,0,65,3,1,1,29,0,high,1.0,
16981,290304,1,3,5,0,35,3,1,1,29,1,low,0.3333333333333333,
16982,290305,1,2,5,6,30,1,1,1,29,0,low,0.5,
16983,290306,1,3,5,0,25,3,5,2,29,0,low,0.3333333333333333,
16984,290307,1,2,5,2,60,1,1,1,29,0,low,0.5,
16985,290308,1,7,6,6,35,1,2,2,29,0,low,0.14285714285714285,
16986,290309,1,4,6,6,25,1,10,1,29,1,low,0.25,
16987,290311,1,3,6,0,35,1,1,1,29,0,low,0.3333333333333333,
16988,290312,1,2,5,0,35,3,1,1,29,0,low,0.5,
16989,290313,1,4,6,0,50,1,10,2,29,0,low,0.25,
16990,290314,1,1,6,0,70,2,2,2,29,1,high,1.0,
16991,290315,1,8,6,6,35,1,10,1,29,0,low,0.125,
16992,290317,1,2,6,8,55,1,1,1,29,0,low,0.5,
16993,290318,1,1,6,0,45,2,1,1,29,1,high,1.0,
16994,290320,1,2,6,0,55,1,10,1,29,0,low,0.5,
16995,290321,1,3,6,6,45,1,1,1,29,0,low,0.3333333333333333,
16996,290322,1,1,6,0,55,9,1,1,29,0,high,1.0,
16997,290323,1,2,6,1,55,1,2,2,29,0,low,0.5,
16998,290324,1,1,6,0,35,1,10,2,29,0,high,1.0,
16999,290325,1,5,6,8,65,1,10,1,29,0,low,0.2,
17000,290326,1,3,6,6,25,1,1,1,29,0,low,0.3333333333333333,
17001,290327,1,4,6,0,70,2,1,1,29,0,low,0.25,
17002,290328,1,1,5,0,35,2,10,1,29,0,high,1.0,
17003,290329,1,1,6,0,55,1,1,1,29,1,high,1.0,
17004,290330,1,1,4,0,35,3,1,1,29,0,high,1.0,
17005,290332,1,1,6,0,35,1,1,1,29,0,high,1.0,
17006,290333,1,4,6,11,35,1,1,1,29,0,low,0.25,
17007,290334,1,2,3,6,45,1,2,2,29,0,low,0.5,
17008,290335,1,5,6,6,55,1,10,1,29,0,low,0.2,
17009,290336,1,3,6,6,70,1,2,2,29,0,low,0.3333333333333333,
17010,290337,1,1,6,0,70,1,1,1,29,0,high,1.0,
17011,290338,1,1,6,0,55,2,1,1,29,1,high,1.0,
17012,290339,1,4,6,2,55,2,1,1,29,1,low,0.25,
17013,290341,2,2,6,0,55,1,1,1,29,1,high,1.0,
17014,290342,1,1,6,0,55,1,1,1,29,0,high,1.0,
17015,290343,1,1,6,0,45,2,1,1,29,1,high,1.0,
17016,290344,1,1,6,0,55,1,1,1,29,0,high,1.0,
17017,290345,1,5,6,0,55,2,10,1,29,0,low,0.2,
17018,290346,1,6,7,1,70,1,1,1,29,0,low,0.16666666666666666,
17019,290347,1,1,7,0,55,9,99,99,29,0,high,1.0,
17020,290348,1,4,7,6,55,1,10,1,29,1,low,0.25,
17021,290349,1,2,7,6,70,1,1,1,29,0,low,0.5,
17022,290350,1,2,7,0,55,2,5,1,29,1,low,0.5,
17023,290351,1,1,7,0,55,2,1,1,29,1,high,1.0,
17024,290352,1,3,7,1,70,2,10,1,29,0,low,0.3333333333333333,
17025,290353,1,3,7,0,55,1,10,1,29,0,low,0.3333333333333333,
17026,290354,2,3,7,6,55,1,10,1,29,1,high,0.6666666666666666,
17027,290355,1,1,7,0,70,1,1,1,29,0,high,1.0,
17028,290356,1,1,4,0,35,9,1,1,29,0,high,1.0,
17029,290357,1,1,4,0,35,3,10,1,29,0,high,1.0,
17030,290358,1,1,4,0,40,1,1,1,29,1,high,1.0,
17031,290359,1,3,5,8,40,1,1,1,29,0,low,0.3333333333333333,
17032,290360,1,2,6,6,65,2,10,2,29,0,low,0.5,
17033,290361,1,2,6,6,35,1,1,1,29,0,low,0.5,
17034,290362,1,1,6,0,35,1,1,1,29,0,high,1.0,
17035,290363,1,2,6,2,55,3,10,1,29,1,low,0.5,
17036,290364,1,2,6,0,35,3,1,1,29,0,low,0.5,
17037,290365,1,2,6,6,35,1,1,1,29,0,low,0.5,
17038,290366,1,4,7,6,30,3,1,1,29,0,low,0.25,
17039,290367,1,3,6,1,45,1,1,1,29,0,low,0.3333333333333333,
17040,290368,1,3,6,1,65,1,10,1,29,0,low,0.3333333333333333,
17041,290369,1,2,6,6,25,1,1,1,29,1,low,0.5,
17042,290370,1,4,5,6,70,1,1,1,29,0,low,0.25,
17043,290371,1,7,7,6,45,1,1,1,29,0,low,0.14285714285714285,
17044,290372,1,3,7,6,30,1,1,1,29,0,low,0.3333333333333333,
17045,290373,1,4,6,6,35,1,1,1,29,0,low,0.25,
17046,290374,1,2,6,1,70,2,1,1,29,1,low,0.5,
17047,290375,1,5,6,6,35,1,1,1,29,0,low,0.2,
17048,290376,1,1,6,0,65,2,1,1,29,1,high,1.0,
17049,290377,1,4,7,2,60,2,1,1,29,1,low,0.25,
17050,290378,1,3,7,6,60,1,2,2,29,0,low,0.3333333333333333,
17051,290379,1,3,7,6,70,1,10,1,29,0,low,0.3333333333333333,
17052,290380,1,1,7,0,65,1,2,2,29,0,high,1.0,
17053,290381,1,1,7,0,45,1,10,1,29,1,high,1.0,
17054,290382,2,4,7,2,55,1,1,1,29,0,low,0.5,
17055,290383,1,4,7,2,45,1,1,1,29,0,low,0.25,
17056,290384,1,1,7,0,50,1,1,1,29,0,high,1.0,
17057,290385,1,5,7,0,45,2,1,11,29,0,low,0.2,
17058,290386,1,3,7,2,50,1,1,1,29,1,low,0.3333333333333333,
17059,290387,1,2,7,1,60,2,1,1,29,0,low,0.5,
17060,290388,1,6,7,1,70,2,10,1,29,0,low,0.16666666666666666,
17061,290389,1,1,7,0,45,1,1,1,29,1,high,1.0,
17062,290390,1,2,7,0,55,2,1,1,29,1,low,0.5,
17063,290391,1,2,7,0,65,3,10,1,29,1,low,0.5,
17064,290392,2,2,7,0,65,2,10,1,29,0,high,1.0,
17065,290393,1,4,7,1,55,1,10,1,29,0,low,0.25,
17066,290394,1,4,7,2,55,1,1,1,29,1,low,0.25,
17067,290395,1,1,7,0,45,1,10,1,29,0,high,1.0,
17068,290396,1,1,7,0,55,1,1,1,29,0,high,1.0,
17069,290397,1,1,7,0,35,1,1,1,29,1,high,1.0,
17070,290398,1,2,7,6,35,1,1,1,29,0,low,0.5,
17071,290399,1,2,7,0,45,2,1,1,29,0,low,0.5,
17072,290400,1,1,7,0,40,2,10,1,29,1,high,1.0,
17073,290401,1,2,7,0,60,2,10,1,29,0,low,0.5,
17074,290402,1,2,7,6,45,1,1,1,29,0,low,0.5,
17075,290403,1,1,7,0,45,3,1,2,29,1,high,1.0,
17076,290404,1,5,7,0,70,1,1,1,29,0,low,0.2,
17077,290405,1,1,7,0,65,1,10,1,29,1,high,1.0,
17078,290406,2,4,7,0,65,1,1,1,29,0,low,0.5,
17079,290407,1,2,7,2,55,1,1,1,29,0,low,0.5,
17080,290408,1,3,7,0,65,1,1,1,29,0,low,0.3333333333333333,
17081,290409,1,1,7,0,55,1,1,1,29,0,high,1.0,
17082,290410,1,1,7,0,55,2,1,1,29,0,high,1.0,
17083,290411,1,2,7,0,70,1,10,1,29,0,low,0.5,
17084,290412,1,1,7,0,60,2,1,1,29,1,high,1.0,
17085,290413,1,1,8,0,55,2,1,1,29,1,high,1.0,
17086,290414,1,4,7,2,55,1,1,1,29,0,low,0.25,
17087,290415,4,4,8,2,70,2,10,1,29,1,high,1.0,
17088,290416,1,5,8,6,30,1,1,1,29,0,low,0.2,
17089,290417,1,1,8,0,55,1,1,1,29,0,high,1.0,
17090,290418,1,1,5,0,35,3,10,1,29,0,high,1.0,
17091,290419,1,3,6,6,45,1,1,1,29,0,low,0.3333333333333333,
17092,290420,1,6,6,1,55,1,10,1,29,0,low,0.16666666666666666,
17093,290421,1,2,6,6,35,3,2,2,29,1,low,0.5,
17094,290422,1,1,6,0,40,2,1,1,29,0,high,1.0,
17095,290423,1,3,6,6,30,1,1,1,29,0,low,0.3333333333333333,
17096,290424,1,6,7,0,65,3,98,98,29,0,low,0.16666666666666666,
17097,290425,1,3,7,2,65,1,1,1,29,0,low,0.3333333333333333,
17098,290426,1,4,7,6,40,1,1,1,29,0,low,0.25,
17099,290427,1,2,7,6,40,1,1,2,29,0,low,0.5,
17100,290428,1,1,7,0,55,3,10,2,29,0,high,1.0,
17101,290429,1,1,8,0,50,6,1,1,29,1,high,1.0,
17102,290430,1,6,8,6,55,1,1,1,29,0,low,0.16666666666666666,
17103,290431,1,1,8,0,60,3,1,1,29,1,high,1.0,
17104,290432,1,3,8,0,70,2,1,1,29,0,low,0.3333333333333333,
17105,290433,1,2,7,2,50,3,1,1,29,0,low,0.5,
17106,290434,1,4,8,1,60,1,1,1,29,0,low,0.25,
17107,290435,1,1,8,0,55,2,1,1,29,0,high,1.0,
17108,290436,1,5,8,6,65,1,10,1,29,0,low,0.2,
17109,290437,1,5,8,6,65,1,2,2,29,0,low,0.2,
17110,290438,1,1,8,0,55,2,1,1,29,1,high,1.0,
17111,290439,1,2,7,0,60,1,10,1,29,0,low,0.5,
17112,290440,1,1,8,0,55,1,10,1,29,1,high,1.0,
17113,290441,1,3,8,0,70,2,1,1,29,0,low,0.3333333333333333,
17114,290442,1,3,8,6,55,1,10,1,29,0,low,0.3333333333333333,
17115,290443,1,1,8,0,70,2,10,1,29,0,high,1.0,
17116,290444,1,4,8,2,70,1,1,1,29,0,low,0.25,
17117,290445,1,0,6,0,0,1,10,0,29,0,high,inf,
17118,290446,1,3,6,6,35,1,1,1,29,0,low,0.3333333333333333,
17119,290447,1,3,6,0,25,1,1,1,29,0,low,0.3333333333333333,
17120,290448,1,3,7,2,70,2,1,1,29,0,low,0.3333333333333333,
17121,290449,1,1,7,0,60,2,1,1,29,0,high,1.0,
17122,290450,1,1,8,0,30,3,1,1,29,1,high,1.0,
17123,290451,1,4,8,0,35,1,1,1,29,0,low,0.25,
17124,290452,1,1,8,0,60,2,1,2,29,0,high,1.0,
17125,290453,1,1,8,0,35,1,5,1,29,0,high,1.0,
17126,290454,1,1,8,0,55,1,1,1,29,0,high,1.0,
17127,290455,1,1,8,0,25,1,1,1,29,1,high,1.0,
17128,290456,4,4,8,2,70,1,1,1,29,0,high,1.0,
17129,290457,1,3,8,0,55,1,1,1,29,1,low,0.3333333333333333,
17130,290458,1,1,8,0,70,2,1,1,29,1,high,1.0,
17131,290459,1,5,8,0,55,1,1,1,29,0,low,0.2,
17132,290460,2,5,8,2,55,1,1,1,29,0,low,0.4,
17133,290461,1,1,8,0,55,2,1,1,29,0,high,1.0,
17134,290462,1,2,8,0,55,1,1,1,29,1,low,0.5,
17135,290463,1,1,5,0,35,3,10,1,29,0,high,1.0,
17136,290464,1,1,6,0,25,1,10,2,29,0,high,1.0,
17137,290465,1,2,6,0,55,2,10,1,29,0,low,0.5,
17138,290466,1,1,7,0,30,1,1,1,29,0,high,1.0,
17139,290467,1,2,7,0,0,1,1,0,29,0,low,0.5,
17140,290468,1,1,7,0,30,3,1,1,29,1,high,1.0,
17141,290469,1,1,7,0,45,1,10,1,29,1,high,1.0,
17142,290470,1,3,7,6,45,1,1,1,29,0,low,0.3333333333333333,
17143,290471,1,5,7,6,35,1,1,1,29,0,low,0.2,
17144,290472,2,3,7,0,40,1,1,1,29,0,high,0.6666666666666666,
17145,290473,1,2,8,0,60,2,1,1,29,0,low,0.5,
17146,290474,1,1,8,0,45,3,1,1,29,1,high,1.0,
17147,290475,1,2,8,6,35,3,1,1,29,0,low,0.5,
17148,290476,1,1,8,0,45,3,1,1,29,0,high,1.0,
17149,290477,2,5,7,6,45,1,10,2,29,0,low,0.4,
17150,290478,1,2,8,0,70,1,1,1,29,0,low,0.5,
17151,290479,1,1,8,0,65,1,1,1,29,0,high,1.0,
17152,290480,1,1,8,6,60,2,1,1,29,0,high,1.0,
17153,290481,1,1,8,0,70,9,1,1,29,0,high,1.0,
17154,290482,1,3,8,2,65,2,1,1,29,0,low,0.3333333333333333,
17155,290483,1,4,8,0,45,2,1,1,29,1,low,0.25,
17156,290484,1,1,8,0,55,1,1,1,29,0,high,1.0,
17157,290485,2,2,8,0,55,2,1,1,29,1,high,1.0,
17158,290486,1,1,8,0,55,2,1,1,29,1,high,1.0,
17159,290487,1,1,8,0,45,2,1,1,29,0,high,1.0,
17160,290488,2,3,8,2,55,1,1,1,29,0,high,0.6666666666666666,
17161,290489,1,1,8,0,35,3,1,1,29,1,high,1.0,
17162,290491,1,2,8,2,55,1,10,1,29,0,low,0.5,
17163,290492,1,1,8,0,60,1,1,1,29,0,high,1.0,
17164,290493,1,1,8,0,60,2,1,1,29,0,high,1.0,
17165,290494,1,10,8,6,45,1,1,1,29,0,low,0.1,
17166,290495,1,1,8,0,55,1,1,1,29,0,high,1.0,
17167,290496,1,4,7,1,40,1,1,1,29,0,low,0.25,
17168,290497,1,1,7,0,25,1,1,1,29,0,high,1.0,
17169,290498,1,8,6,1,60,1,1,1,29,0,low,0.125,
17170,290499,2,2,8,0,50,2,1,1,29,1,high,1.0,
17171,290500,1,4,8,0,55,2,1,1,29,1,low,0.25,
