,ST_CASE,FATALS,PERSONS,MONTH,MAN_COLL,SP_LIMIT,LGT_COND,WEATHER,SUR_COND,STATE,DRUNK_DR,rate,rate_numerical,arrival_time
0,10001,1,1,1,0,40,2,1,1,1,0,high,1.0,5.0
1,10002,2,4,1,5,40,1,1,1,1,0,low,0.5,6.0
2,10003,1,5,1,7,55,1,1,1,1,0,low,0.2,5.0
3,10004,1,2,1,4,65,1,1,1,1,0,low,0.5,5.0
4,10005,1,5,1,5,50,3,1,1,1,0,low,0.2,6.0
5,10006,1,2,1,0,40,2,1,1,1,1,low,0.5,11.0
6,10007,1,2,1,2,55,4,1,1,1,0,low,0.5,11.0
7,10008,1,2,1,2,50,1,1,1,1,0,low,0.5,9.0
8,10009,1,7,1,4,55,5,1,1,1,0,low,0.14285714285714285,25.0
9,10010,1,2,1,2,55,1,1,1,1,0,low,0.5,20.0
10,10011,1,2,1,0,45,2,1,1,1,2,low,0.5,17.0
11,10012,1,5,1,2,70,1,1,1,1,0,low,0.2,11.0
12,10013,1,1,1,0,55,1,1,1,1,0,high,1.0,17.0
13,10014,1,1,1,0,45,1,1,1,1,0,high,1.0,9.0
14,10015,1,3,1,0,45,2,1,1,1,0,low,0.3333333333333333,10.0
15,10016,2,2,1,0,45,1,1,1,1,0,high,1.0,77.0
16,10017,1,1,1,0,40,1,1,1,1,0,high,1.0,30.0
17,10018,1,1,1,0,25,1,1,1,1,0,high,1.0,16.0
18,10019,1,2,1,4,55,2,5,1,1,0,low,0.5,7.0
19,10020,1,3,1,2,45,1,1,1,1,0,low,0.3333333333333333,31.0
20,10021,1,3,1,7,70,1,1,1,1,0,low,0.3333333333333333,25.0
21,10022,1,2,1,0,70,2,1,1,1,1,low,0.5,30.0
22,10023,1,1,1,0,45,2,1,1,1,1,high,1.0,16.0
23,10024,1,1,1,0,55,2,1,1,1,0,high,1.0,27.0
24,10025,1,2,1,0,65,2,1,1,1,1,low,0.5,20.0
25,10026,1,4,1,5,45,1,1,1,1,0,low,0.25,23.0
26,10027,1,3,1,2,55,1,2,2,1,0,low,0.3333333333333333,9.0
27,10028,1,1,1,0,70,2,2,2,1,0,high,1.0,20.0
28,10029,1,2,1,5,55,2,1,1,1,0,low,0.5,12.0
29,10030,1,5,1,5,50,2,1,1,1,0,low,0.2,10.0
30,10031,1,1,1,0,45,1,1,1,1,0,high,1.0,10.0
31,10032,1,2,1,4,55,2,1,1,1,1,low,0.5,37.0
32,10033,1,1,1,0,45,1,1,1,1,0,high,1.0,12.0
33,10034,1,1,1,0,45,2,1,1,1,0,high,1.0,15.0
34,10035,1,3,1,0,70,2,1,1,1,1,low,0.3333333333333333,15.0
35,10036,1,4,1,5,60,2,1,1,1,0,low,0.25,25.0
36,10037,1,2,1,2,55,1,1,1,1,0,low,0.5,15.0
37,10038,1,3,1,0,70,2,1,1,1,0,low,0.3333333333333333,13.0
38,10039,1,1,1,0,55,1,1,1,1,0,high,1.0,20.0
39,10040,1,1,1,0,55,2,1,1,1,0,high,1.0,22.0
40,10041,1,1,1,0,45,1,1,1,1,0,high,1.0,10.0
41,10042,1,2,1,0,45,2,1,1,1,1,low,0.5,10.0
42,10043,1,1,1,0,45,2,1,1,1,1,high,1.0,20.0
43,10044,1,4,1,0,45,2,1,1,1,0,low,0.25,15.0
44,10045,1,5,1,0,45,2,1,1,1,1,low,0.2,19.0
45,10046,1,2,2,0,50,2,5,2,1,1,low,0.5,20.0
46,10047,1,3,1,5,45,1,1,1,1,0,low,0.3333333333333333,19.0
47,10048,1,1,1,0,55,1,2,2,1,0,high,1.0,34.0
48,10049,1,2,1,0,70,2,1,1,1,0,low,0.5,27.0
49,10050,1,5,1,0,35,2,1,1,1,0,low,0.2,20.0
50,10051,1,1,2,0,55,2,2,2,1,0,high,1.0,36.0
51,10052,1,1,2,0,55,1,2,2,1,0,high,1.0,5.0
52,10053,1,2,1,4,55,1,1,1,1,0,low,0.5,16.0
53,10054,1,1,1,0,45,1,1,1,1,0,high,1.0,5.0
54,10055,1,2,2,1,70,1,1,1,1,0,low,0.5,5.0
55,10056,2,2,2,2,55,1,1,1,1,0,high,1.0,22.0
56,10057,1,4,2,2,45,3,1,1,1,0,low,0.25,24.0
57,10058,1,1,2,0,35,1,1,1,1,0,high,1.0,5.0
58,10059,2,3,2,4,65,2,1,1,1,0,high,0.6666666666666666,39.0
59,10060,1,2,2,0,70,1,1,1,1,1,low,0.5,22.0
60,10061,1,3,1,0,55,2,1,1,1,0,low,0.3333333333333333,50.0
61,10062,1,4,1,1,65,1,1,1,1,0,low,0.25,10.0
62,10063,1,2,1,0,55,2,1,1,1,1,low,0.5,9.0
63,10064,5,5,2,4,55,2,1,1,1,1,high,1.0,17.0
64,10065,2,3,2,0,65,2,1,1,1,0,high,0.6666666666666666,10.0
65,10066,1,2,2,8,35,1,1,1,1,0,low,0.5,35.0
66,10067,1,2,2,0,35,2,1,1,1,1,low,0.5,12.0
67,10068,1,1,2,0,40,1,1,2,1,0,high,1.0,15.0
68,10069,1,1,2,0,55,2,1,1,1,0,high,1.0,6.0
69,10070,1,2,2,0,45,4,1,1,1,1,low,0.5,5.0
70,10071,1,3,2,0,55,1,1,1,1,0,low,0.3333333333333333,6.0
71,10072,1,2,2,0,45,1,1,1,1,1,low,0.5,18.0
72,10073,2,5,2,0,70,1,1,1,1,0,low,0.4,7.0
73,10074,3,3,2,0,65,3,1,1,1,0,high,1.0,2.0
74,10075,1,2,2,0,25,1,1,1,1,0,low,0.5,2.0
75,10076,1,1,2,0,70,2,1,1,1,0,high,1.0,5.0
76,10077,1,2,3,0,40,3,1,2,1,1,low,0.5,21.0
77,10078,1,1,3,0,40,1,1,1,1,0,high,1.0,10.0
78,10079,1,1,3,0,35,1,1,1,1,0,high,1.0,25.0
79,10080,1,1,2,0,45,2,1,1,1,1,high,1.0,35.0
80,10081,1,2,2,2,55,2,1,1,1,0,low,0.5,7.0
81,10082,1,1,2,0,65,1,1,1,1,0,high,1.0,52.0
82,10083,1,2,2,2,45,1,1,1,1,0,low,0.5,10.0
83,10084,4,8,2,0,45,4,1,1,1,0,low,0.5,11.0
84,10085,1,1,2,0,55,1,1,1,1,0,high,1.0,19.0
85,10086,1,3,2,5,55,1,2,2,1,1,low,0.3333333333333333,16.0
86,10087,1,1,2,0,45,2,1,1,1,1,high,1.0,22.0
87,10088,1,3,2,1,70,1,1,1,1,0,low,0.3333333333333333,25.0
88,10089,1,1,2,0,55,1,1,1,1,0,high,1.0,13.0
89,10090,1,2,2,2,55,1,1,1,1,0,low,0.5,34.0
90,10091,1,1,2,0,45,2,1,1,1,0,high,1.0,12.0
91,10092,1,3,2,0,55,1,1,1,1,0,low,0.3333333333333333,17.0
92,10093,1,1,2,0,45,1,1,1,1,0,high,1.0,13.0
93,10094,1,1,2,0,70,2,1,1,1,0,high,1.0,21.0
94,10095,1,2,2,1,45,1,1,2,1,0,low,0.5,198.0
95,10096,1,1,2,0,55,2,1,1,1,0,high,1.0,30.0
96,10097,1,1,2,0,55,1,1,1,1,0,high,1.0,27.0
97,10098,1,2,2,0,45,2,1,1,1,1,low,0.5,10.0
98,10099,1,1,2,0,25,2,1,1,1,0,high,1.0,55.0
99,10100,1,1,2,0,35,4,1,1,1,1,high,1.0,20.0
100,10101,1,1,2,0,45,1,1,1,1,1,high,1.0,20.0
101,10102,1,3,2,5,40,1,1,1,1,0,low,0.3333333333333333,14.0
102,10103,1,1,2,0,45,2,1,1,1,0,high,1.0,5.0
103,10104,2,3,3,2,55,1,2,2,1,1,high,0.6666666666666666,9.0
104,10105,1,1,3,0,45,1,1,1,1,0,high,1.0,9.0
105,10106,1,1,3,0,70,2,1,1,1,0,high,1.0,13.0
106,10107,1,4,3,1,55,1,1,1,1,0,low,0.25,10.0
107,10108,1,2,2,0,99,1,1,9,1,0,low,0.5,11.0
108,10109,1,3,1,1,70,5,1,2,1,0,low,0.3333333333333333,7.0
109,10110,1,1,1,0,25,1,1,1,1,0,high,1.0,4.0
110,10111,1,1,1,0,35,2,5,1,1,1,high,1.0,19.0
111,10112,1,1,1,0,40,2,1,1,1,0,high,1.0,9.0
112,10113,1,3,1,0,45,2,1,1,1,1,low,0.3333333333333333,2.0
113,10114,1,2,1,0,35,4,1,1,1,0,low,0.5,6.0
114,10115,1,1,1,0,45,3,2,2,1,0,high,1.0,9.0
115,10116,1,1,1,0,35,3,1,1,1,0,high,1.0,9.0
116,10117,1,1,2,0,60,2,2,2,1,0,high,1.0,20.0
117,10118,1,2,2,0,40,3,1,1,1,0,low,0.5,5.0
118,10119,1,1,2,0,65,1,1,1,1,0,high,1.0,3.0
119,10120,1,1,2,0,65,1,1,1,1,0,high,1.0,5.0
120,10121,1,2,2,0,35,3,1,1,1,1,low,0.5,2.0
121,10122,1,2,2,3,70,2,1,1,1,0,low,0.5,10.0
122,10123,1,1,2,0,35,3,1,1,1,1,high,1.0,13.0
123,10124,1,3,2,5,50,1,1,1,1,0,low,0.3333333333333333,2.0
124,10125,1,3,2,0,25,1,1,1,1,0,low,0.3333333333333333,6.0
125,10126,1,2,2,0,25,2,1,1,1,1,low,0.5,5.0
126,10127,1,3,2,6,60,3,1,1,1,0,low,0.3333333333333333,13.0
127,10128,2,3,2,0,45,1,1,1,1,0,high,0.6666666666666666,11.0
128,10129,1,2,3,0,30,1,1,1,1,0,low,0.5,9.0
129,10130,1,5,3,5,50,1,1,1,1,0,low,0.2,16.0
130,10131,1,2,3,0,55,2,1,1,1,1,low,0.5,7.0
131,10132,1,2,3,5,40,1,1,1,1,1,low,0.5,5.0
132,10133,2,2,3,0,45,1,1,1,1,0,high,1.0,3.0
133,10134,1,4,3,5,35,1,1,1,1,0,low,0.25,11.0
134,10135,1,2,3,0,99,2,1,1,1,0,low,0.5,13.0
135,10136,1,1,3,0,60,3,1,1,1,0,high,1.0,2.0
136,10137,1,3,3,5,45,2,1,1,1,0,low,0.3333333333333333,6.0
137,10138,1,1,3,0,45,2,1,1,1,0,high,1.0,1.0
138,10139,1,3,3,7,45,2,1,1,1,2,low,0.3333333333333333,10.0
139,10140,1,2,3,0,70,1,1,1,1,0,low,0.5,5.0
140,10141,1,4,3,5,45,1,1,1,1,0,low,0.25,10.0
141,10142,1,2,3,0,35,2,1,1,1,0,low,0.5,8.0
142,10143,1,2,3,0,45,3,1,1,1,0,low,0.5,18.0
143,10144,1,3,3,0,30,3,1,1,1,1,low,0.3333333333333333,9.0
144,10145,1,2,4,0,35,3,1,1,1,0,low,0.5,20.0
145,10146,1,3,4,2,30,1,1,1,1,0,low,0.3333333333333333,10.0
146,10147,1,5,1,5,65,1,1,1,1,0,low,0.2,7.0
147,10148,1,1,1,0,45,2,2,2,1,0,high,1.0,2.0
148,10149,1,2,1,2,40,2,1,1,1,1,low,0.5,12.0
149,10150,1,5,2,5,65,1,1,1,1,0,low,0.2,15.0
150,10151,1,2,2,5,40,1,1,1,1,0,low,0.5,25.0
151,10152,1,2,2,0,35,2,1,1,1,1,low,0.5,4.0
152,10153,1,3,2,0,65,1,1,1,1,0,low,0.3333333333333333,18.0
153,10154,2,2,2,0,55,2,1,1,1,1,high,1.0,30.0
154,10155,1,4,2,0,35,3,1,1,1,0,low,0.25,6.0
155,10156,1,3,2,0,55,2,1,1,1,0,low,0.3333333333333333,25.0
156,10157,1,2,2,1,70,1,1,1,1,0,low,0.5,15.0
157,10158,3,5,2,1,70,1,1,1,1,0,high,0.6,20.0
158,10159,1,2,2,0,45,3,1,1,1,1,low,0.5,18.0
159,10160,1,2,2,0,35,2,1,1,1,0,low,0.5,30.0
160,10161,1,1,2,0,55,2,1,1,1,0,high,1.0,37.0
161,10162,2,2,2,0,55,2,1,1,1,1,high,1.0,15.0
162,10163,1,1,2,0,55,2,1,1,1,0,high,1.0,15.0
163,10164,1,2,2,4,55,1,1,1,1,0,low,0.5,8.0
164,10165,1,4,2,5,50,1,1,1,1,0,low,0.25,2.0
165,10166,2,2,2,0,55,2,1,1,1,1,high,1.0,9.0
166,10167,1,2,1,0,65,1,1,1,1,0,low,0.5,14.0
167,10168,1,4,3,2,55,2,2,2,1,0,low,0.25,6.0
168,10169,1,2,3,0,65,1,1,2,1,1,low,0.5,15.0
169,10170,1,8,3,5,65,3,1,1,1,0,low,0.125,12.0
170,10171,1,1,3,0,40,3,1,1,1,0,high,1.0,20.0
171,10172,1,2,3,5,35,3,1,1,1,0,low,0.5,15.0
172,10173,1,2,3,0,30,2,1,1,1,0,low,0.5,78.0
173,10174,1,3,3,5,40,1,1,1,1,0,low,0.3333333333333333,24.0
174,10175,1,2,3,0,55,2,1,1,1,0,low,0.5,26.0
175,10176,1,1,3,0,55,1,1,1,1,0,high,1.0,12.0
176,10177,2,3,3,5,65,1,1,1,1,1,high,0.6666666666666666,8.0
177,10178,2,5,3,5,70,1,1,1,1,0,low,0.4,27.0
178,10179,1,2,3,0,35,2,1,1,1,0,low,0.5,25.0
179,10180,1,3,3,4,55,2,1,1,1,1,low,0.3333333333333333,11.0
180,10181,1,1,3,0,55,2,1,1,1,0,high,1.0,26.0
181,10182,1,1,3,0,55,2,1,1,1,1,high,1.0,12.0
182,10183,1,1,3,0,70,2,1,1,1,1,high,1.0,6.0
183,10184,1,3,3,5,65,1,1,1,1,0,low,0.3333333333333333,25.0
184,10185,1,3,3,2,55,1,1,1,1,0,low,0.3333333333333333,20.0
185,10186,1,3,3,4,55,1,1,2,1,0,low,0.3333333333333333,10.0
186,10187,1,3,3,5,55,1,2,2,1,0,low,0.3333333333333333,42.0
187,10188,1,1,3,0,45,1,1,1,1,0,high,1.0,20.0
188,10189,1,1,3,0,55,2,1,1,1,1,high,1.0,24.0
189,10190,1,2,3,9,40,2,1,1,1,0,low,0.5,11.0
190,10191,1,2,3,2,35,1,1,1,1,0,low,0.5,15.0
191,10192,1,1,3,0,55,1,1,1,1,0,high,1.0,15.0
192,10193,1,2,3,2,55,2,1,1,1,0,low,0.5,20.0
193,10194,1,5,3,5,55,5,1,1,1,0,low,0.2,40.0
194,10195,1,1,3,0,40,1,1,1,1,0,high,1.0,54.0
195,10196,1,1,3,0,45,2,1,1,1,0,high,1.0,11.0
196,10197,1,6,3,2,55,1,1,1,1,0,low,0.16666666666666666,8.0
197,10198,1,2,3,0,45,2,1,1,1,1,low,0.5,26.0
198,10199,2,3,3,2,55,1,1,1,1,0,high,0.6666666666666666,7.0
199,10200,1,2,3,2,45,1,1,1,1,0,low,0.5,23.0
200,10201,1,1,3,0,55,2,1,1,1,1,high,1.0,10.0
201,10202,1,2,3,8,55,1,1,1,1,1,low,0.5,35.0
202,10203,1,1,3,0,45,2,1,1,1,0,high,1.0,30.0
203,10204,1,3,3,0,25,1,1,1,1,1,low,0.3333333333333333,18.0
204,10205,1,2,3,0,45,1,1,1,1,1,low,0.5,30.0
205,10206,1,6,3,2,55,4,1,1,1,1,low,0.16666666666666666,28.0
206,10207,1,3,3,5,70,1,1,1,1,1,low,0.3333333333333333,18.0
207,10208,1,2,3,2,45,2,1,1,1,0,low,0.5,12.0
208,10209,1,1,3,0,55,1,1,1,1,0,high,1.0,45.0
209,10210,1,1,3,0,55,2,1,1,1,1,high,1.0,41.0
210,10211,1,1,3,0,55,1,1,1,1,0,high,1.0,49.0
211,10212,3,10,3,2,40,2,1,1,1,0,low,0.3,710.0
212,10213,1,1,3,0,45,1,1,1,1,0,high,1.0,40.0
213,10214,1,4,3,5,70,1,1,2,1,0,low,0.25,9.0
214,10215,1,1,3,0,45,1,1,1,1,0,high,1.0,35.0
215,10216,1,1,3,0,45,2,1,1,1,0,high,1.0,1.0
216,10217,1,2,3,0,55,2,1,1,1,1,low,0.5,6.0
217,10218,1,2,3,0,45,2,1,1,1,1,low,0.5,45.0
218,10219,1,6,4,5,55,2,1,2,1,0,low,0.16666666666666666,15.0
219,10220,1,2,4,0,45,2,1,1,1,0,low,0.5,18.0
220,10221,1,1,4,0,65,2,2,2,1,1,high,1.0,8.0
221,10222,1,1,4,0,45,1,1,1,1,0,high,1.0,25.0
222,10223,1,2,4,5,45,1,1,1,1,0,low,0.5,15.0
223,10224,1,2,4,5,60,1,2,2,1,0,low,0.5,25.0
224,10225,1,1,4,0,40,1,1,1,1,0,high,1.0,22.0
225,10226,1,1,4,0,55,1,1,1,1,0,high,1.0,17.0
226,10227,1,1,4,0,55,1,2,2,1,0,high,1.0,15.0
227,10228,1,2,4,0,45,4,1,1,1,0,low,0.5,43.0
228,10229,1,5,4,5,70,1,1,1,1,0,low,0.2,5.0
229,10230,2,5,4,1,55,1,1,1,1,0,low,0.4,19.0
230,10231,1,1,4,0,55,2,1,1,1,0,high,1.0,38.0
231,10232,2,4,4,5,55,2,1,1,1,2,low,0.5,42.0
232,10233,1,3,4,0,55,2,1,1,1,1,low,0.3333333333333333,12.0
233,10234,1,1,4,0,55,1,1,1,1,0,high,1.0,6.0
234,10235,2,5,4,0,70,2,1,1,1,0,low,0.4,24.0
235,10236,1,1,4,0,45,2,1,1,1,1,high,1.0,8.0
236,10237,1,4,4,0,70,1,1,1,1,0,low,0.25,384.0
237,10238,1,1,4,0,45,1,1,1,1,0,high,1.0,16.0
238,10239,1,2,4,0,30,2,1,1,1,0,low,0.5,17.0
239,10240,1,1,4,0,35,2,1,1,1,1,high,1.0,15.0
240,10241,1,2,4,5,45,1,1,1,1,0,low,0.5,9.0
241,10242,2,3,4,1,70,2,1,1,1,0,high,0.6666666666666666,18.0
242,10243,1,2,4,2,55,2,1,1,1,0,low,0.5,7.0
243,10244,2,4,4,1,55,1,2,2,1,0,low,0.5,4.0
244,10245,1,1,4,0,45,2,1,1,1,0,high,1.0,40.0
245,10246,1,5,4,1,70,2,2,2,1,0,low,0.2,15.0
246,10247,2,4,4,0,45,2,1,1,1,0,low,0.5,4.0
247,10248,1,1,4,0,35,2,1,1,1,1,high,1.0,42.0
248,10249,1,5,4,4,55,1,1,1,1,1,low,0.2,116.0
249,10250,1,1,4,0,60,1,1,1,1,0,high,1.0,18.0
250,10251,1,5,1,7,55,1,1,1,1,0,low,0.2,30.0
251,10252,1,7,4,5,40,1,1,1,1,0,low,0.14285714285714285,20.0
252,10253,1,2,4,1,70,2,1,1,1,1,low,0.5,5.0
253,10254,1,3,4,1,55,1,1,1,1,0,low,0.3333333333333333,35.0
254,10255,1,3,4,8,45,1,1,1,1,0,low,0.3333333333333333,10.0
255,10256,1,3,4,0,55,2,1,1,1,0,low,0.3333333333333333,11.0
256,10257,1,1,4,0,50,1,1,1,1,0,high,1.0,19.0
257,10258,2,5,4,5,55,2,1,1,1,0,low,0.4,17.0
258,10259,1,2,4,2,55,1,1,1,1,0,low,0.5,30.0
259,10260,1,2,4,5,45,1,1,1,1,1,low,0.5,38.0
260,10261,1,2,4,0,45,2,1,1,1,0,low,0.5,25.0
261,10262,1,1,4,0,55,1,1,1,1,0,high,1.0,30.0
262,10263,1,1,4,0,35,2,1,1,1,1,high,1.0,94.0
263,10264,1,3,4,5,55,1,1,1,1,0,low,0.3333333333333333,23.0
264,10265,1,2,4,2,55,2,1,1,1,0,low,0.5,10.0
265,10266,1,2,4,0,45,2,1,1,1,0,low,0.5,0.0
266,10267,1,2,4,2,55,1,1,1,1,0,low,0.5,7.0
267,10268,1,1,3,0,45,2,1,1,1,1,high,1.0,8.0
268,10269,1,1,4,0,55,1,1,1,1,0,high,1.0,12.0
269,10270,1,2,4,0,70,2,1,1,1,1,low,0.5,15.0
270,10271,1,1,4,0,40,1,1,1,1,0,high,1.0,20.0
271,10272,1,3,4,0,70,1,1,1,1,0,low,0.3333333333333333,20.0
272,10273,1,4,4,0,70,1,1,1,1,0,low,0.25,42.0
273,10274,1,3,4,5,45,1,1,1,1,0,low,0.3333333333333333,17.0
274,10275,1,2,4,1,65,1,1,1,1,0,low,0.5,10.0
275,10276,1,5,4,2,35,5,1,1,1,1,low,0.2,6.0
276,10277,1,4,4,5,40,1,1,1,1,0,low,0.25,20.0
277,10278,1,3,4,1,55,1,1,1,1,1,low,0.3333333333333333,8.0
278,10279,1,3,4,0,45,1,1,1,1,0,low,0.3333333333333333,13.0
279,10280,1,1,4,0,35,1,1,1,1,1,high,1.0,31.0
280,10281,1,3,4,0,30,2,1,1,1,0,low,0.3333333333333333,78.0
281,10282,1,1,5,0,45,2,1,1,1,0,high,1.0,45.0
282,10283,1,2,5,5,55,1,1,1,1,0,low,0.5,43.0
283,10284,1,2,4,0,25,1,1,1,1,1,low,0.5,24.0
284,10285,1,2,5,2,45,1,1,1,1,0,low,0.5,39.0
285,10286,1,6,5,0,45,1,1,1,1,0,low,0.16666666666666666,5.0
286,10287,1,4,5,0,25,2,1,1,1,1,low,0.25,25.0
287,10288,1,1,5,0,70,2,1,1,1,1,high,1.0,21.0
288,10289,1,2,5,0,40,2,2,2,1,0,low,0.5,15.0
289,10290,1,3,5,1,65,2,1,1,1,0,low,0.3333333333333333,9.0
290,10291,1,3,5,0,65,1,1,1,1,1,low,0.3333333333333333,5.0
291,10292,1,2,5,0,45,1,1,1,1,1,low,0.5,21.0
292,10293,1,1,5,0,35,2,1,1,1,1,high,1.0,13.0
293,10294,1,1,5,0,25,3,1,1,1,0,high,1.0,25.0
294,10295,2,2,5,0,55,1,1,1,1,0,high,1.0,11.0
295,10296,1,1,5,0,45,1,1,2,1,0,high,1.0,42.0
296,10297,1,3,5,2,55,1,1,1,1,1,low,0.3333333333333333,20.0
297,10298,1,1,5,0,55,2,1,1,1,0,high,1.0,17.0
298,10299,1,3,5,0,35,3,1,1,1,1,low,0.3333333333333333,40.0
299,10300,1,2,5,0,70,1,1,1,1,0,low,0.5,5.0
300,10301,1,3,5,1,55,1,1,1,1,1,low,0.3333333333333333,19.0
301,10302,1,1,5,0,45,1,1,1,1,0,high,1.0,8.0
302,10303,1,2,5,0,45,1,1,1,1,0,low,0.5,30.0
303,10304,1,3,5,5,50,5,1,1,1,0,low,0.3333333333333333,7.0
304,10305,1,5,5,2,50,1,1,1,1,0,low,0.2,15.0
305,10306,1,1,5,0,45,1,1,1,1,0,high,1.0,19.0
306,10307,1,4,5,5,50,1,1,1,1,1,low,0.25,24.0
307,10308,1,1,5,0,55,2,1,1,1,1,high,1.0,30.0
308,10309,1,1,5,0,25,1,1,1,1,0,high,1.0,14.0
309,10310,1,1,5,0,45,1,1,1,1,0,high,1.0,10.0
310,10311,1,3,5,5,40,1,1,1,1,0,low,0.3333333333333333,37.0
311,10312,1,1,5,0,25,1,1,1,1,1,high,1.0,10.0
312,10313,1,2,5,0,50,2,1,1,1,1,low,0.5,9.0
313,10314,2,4,5,0,70,1,1,1,1,0,low,0.5,17.0
314,10315,1,2,5,0,70,1,1,1,1,0,low,0.5,40.0
315,10316,1,2,5,0,70,2,1,1,1,0,low,0.5,46.0
316,10317,1,1,5,0,45,2,1,1,1,1,high,1.0,5.0
317,10318,1,3,5,2,55,1,1,1,1,0,low,0.3333333333333333,35.0
318,10319,1,3,5,5,55,1,1,1,1,0,low,0.3333333333333333,27.0
319,10320,1,1,5,0,55,1,1,1,1,0,high,1.0,40.0
320,10321,1,1,5,0,45,1,1,1,1,0,high,1.0,35.0
321,10322,1,1,5,0,70,2,1,1,1,0,high,1.0,6.0
322,10323,1,1,5,0,45,1,1,2,1,0,high,1.0,10.0
323,10324,1,2,5,0,70,2,1,1,1,0,low,0.5,10.0
324,10325,1,2,5,0,45,1,1,2,1,0,low,0.5,15.0
325,10326,2,3,5,5,25,1,1,1,1,0,high,0.6666666666666666,18.0
326,10327,1,1,5,0,45,2,1,1,1,1,high,1.0,28.0
327,10328,1,3,5,3,70,1,1,1,1,1,low,0.3333333333333333,10.0
328,10329,1,1,5,0,55,1,1,1,1,0,high,1.0,16.0
329,10330,1,1,5,0,45,1,1,1,1,0,high,1.0,25.0
330,10331,1,6,5,5,45,1,1,1,1,0,low,0.16666666666666666,7.0
331,10332,1,2,5,0,55,1,1,1,1,0,low,0.5,30.0
332,10333,1,4,5,0,55,1,1,1,1,0,low,0.25,113.0
333,10334,1,1,5,0,55,1,1,1,1,1,high,1.0,11.0
334,10335,1,5,5,5,60,1,1,1,1,0,low,0.2,16.0
335,10336,1,3,5,2,45,2,1,1,1,1,low,0.3333333333333333,13.0
336,10337,1,1,5,0,55,2,1,1,1,1,high,1.0,15.0
337,10338,1,2,5,1,55,1,1,1,1,1,low,0.5,155.0
338,10339,1,1,5,0,70,1,1,1,1,0,high,1.0,4.0
339,10340,1,4,5,5,55,1,1,1,1,0,low,0.25,40.0
340,10341,1,2,5,4,55,1,1,1,1,0,low,0.5,35.0
341,10342,1,1,5,0,65,2,1,1,1,0,high,1.0,11.0
342,10343,1,1,5,0,45,1,1,1,1,1,high,1.0,5.0
343,10344,2,4,5,5,50,1,1,1,1,0,low,0.5,25.0
344,10345,1,1,5,0,55,1,1,1,1,0,high,1.0,27.0
345,10346,1,2,5,0,65,1,1,1,1,0,low,0.5,3.0
346,10347,1,1,5,0,35,2,1,1,1,1,high,1.0,29.0
347,10348,1,1,5,0,25,2,1,1,1,0,high,1.0,9.0
348,10349,1,6,5,5,55,3,1,1,1,0,low,0.16666666666666666,8.0
349,10350,1,2,5,0,55,4,1,1,1,0,low,0.5,4.0
350,10351,1,4,5,0,65,1,1,1,1,0,low,0.25,114.0
351,10352,1,2,5,2,55,1,1,1,1,0,low,0.5,1.0
352,10353,1,3,5,1,65,1,1,1,1,0,low,0.3333333333333333,8.0
353,10354,1,5,5,0,70,3,1,1,1,0,low,0.2,19.0
354,10355,1,2,4,0,70,2,1,1,1,0,low,0.5,7.0
355,10356,1,2,4,5,45,1,1,1,1,0,low,0.5,3.0
356,10357,1,2,5,4,55,2,1,1,1,0,low,0.5,45.0
357,10358,2,2,4,0,40,2,1,1,1,0,high,1.0,8.0
358,10359,1,4,4,2,40,1,1,1,1,0,low,0.25,4.0
359,10360,1,1,4,0,35,1,1,1,1,1,high,1.0,3.0
360,10361,1,1,5,0,55,2,1,1,1,0,high,1.0,30.0
361,10362,1,2,5,5,40,2,1,1,1,1,low,0.5,24.0
362,10363,1,1,5,0,30,2,1,1,1,1,high,1.0,5.0
363,10364,1,1,5,0,45,2,1,1,1,0,high,1.0,10.0
364,10365,1,1,5,0,45,2,1,1,1,1,high,1.0,3.0
365,10366,1,2,5,0,35,3,1,1,1,1,low,0.5,20.0
366,10367,1,2,5,0,55,3,1,1,1,2,low,0.5,9.0
367,10368,1,5,4,5,40,3,1,1,1,0,low,0.2,5.0
368,10369,1,4,5,5,40,1,1,1,1,0,low,0.25,5.0
369,10370,1,1,5,0,45,1,1,1,1,0,high,1.0,3.0
370,10371,1,1,4,0,55,1,1,1,1,0,high,1.0,9.0
371,10372,1,1,5,0,35,2,1,1,1,1,high,1.0,8.0
372,10373,1,1,6,0,45,1,1,1,1,0,high,1.0,4.0
373,10374,1,4,6,2,55,1,1,1,1,0,low,0.25,6.0
374,10375,2,2,6,0,70,1,1,1,1,0,high,1.0,6.0
375,10376,3,5,4,5,45,3,1,1,1,0,high,0.6,14.0
376,10377,1,5,6,0,70,2,1,1,1,0,low,0.2,1.0
377,10378,1,1,6,0,40,2,1,1,1,1,high,1.0,2.0
378,10379,1,2,6,5,25,1,1,1,1,0,low,0.5,8.0
379,10380,1,2,6,5,45,1,1,1,1,0,low,0.5,23.0
380,10381,1,1,6,0,40,2,1,1,1,0,high,1.0,5.0
381,10382,2,6,6,2,55,1,1,2,1,0,low,0.3333333333333333,8.0
382,10383,1,3,6,0,45,1,1,1,1,0,low,0.3333333333333333,8.0
383,10384,1,2,6,0,25,2,1,1,1,1,low,0.5,9.0
384,10385,1,1,6,0,55,1,1,1,1,0,high,1.0,3.0
385,10386,1,6,6,5,45,1,1,1,1,0,low,0.16666666666666666,5.0
386,10387,1,1,6,0,40,3,1,1,1,0,high,1.0,10.0
