,ST_CASE,FATALS,PERSONS,MONTH,MAN_COLL,SP_LIMIT,LGT_COND,WEATHER,SUR_COND,STATE,DRUNK_DR,rate,rate_numerical,arrival_time
11150,131117,1,3,10,5,35,1,1,1,13,0,low,0.3333333333333333,24.0
11151,131118,1,1,10,0,55,1,1,1,13,1,high,1.0,17.0
11152,131119,1,1,10,0,45,1,1,1,13,0,high,1.0,41.0
11153,131120,1,2,10,0,30,2,1,1,13,1,low,0.5,32.0
11154,131121,1,2,10,0,35,2,1,1,13,1,low,0.5,1339.0
11155,131122,1,2,10,0,55,2,1,1,13,1,low,0.5,56.0
11156,131123,1,4,10,4,55,2,1,1,13,0,low,0.25,0.0
11157,131124,2,4,10,5,35,1,1,1,13,0,low,0.5,46.0
11158,131125,1,1,10,0,55,2,1,1,13,0,high,1.0,58.0
11159,131126,1,1,10,0,55,2,1,1,13,1,high,1.0,24.0
11160,131127,1,1,10,0,45,1,1,1,13,1,high,1.0,16.0
11161,131128,1,3,10,2,45,1,1,1,13,0,low,0.3333333333333333,48.0
11162,131129,1,1,10,0,45,2,1,1,13,1,high,1.0,30.0
11163,131130,1,4,10,5,35,2,1,1,13,2,low,0.25,16.0
11164,131131,1,2,10,5,55,1,1,1,13,0,low,0.5,23.0
11165,131132,1,3,10,5,55,3,1,1,13,0,low,0.3333333333333333,35.0
11166,131133,1,1,10,0,55,2,2,2,13,1,high,1.0,22.0
11167,131134,1,1,10,0,50,2,2,2,13,0,high,1.0,47.0
11168,131135,1,2,10,2,45,2,2,2,13,1,low,0.5,22.0
11169,131136,2,5,10,3,60,1,1,1,13,0,low,0.4,44.0
11170,131137,1,1,10,0,55,1,1,1,13,0,high,1.0,54.0
11171,131138,1,3,10,2,55,2,2,2,13,0,low,0.3333333333333333,54.0
11172,131139,1,1,10,0,55,2,1,2,13,0,high,1.0,26.0
11173,131140,1,2,10,0,35,2,1,2,13,2,low,0.5,34.0
11174,131141,1,1,10,0,55,2,1,1,13,1,high,1.0,45.0
11175,131143,1,1,10,0,40,2,1,1,13,1,high,1.0,21.0
11176,131144,1,2,10,0,35,1,1,1,13,0,low,0.5,30.0
11177,131145,1,1,10,0,55,4,1,1,13,0,high,1.0,35.0
11178,131146,1,1,10,0,25,1,1,1,13,0,high,1.0,26.0
11179,131147,1,2,10,1,65,1,1,1,13,0,low,0.5,15.0
11180,131148,1,3,10,0,60,2,1,1,13,1,low,0.3333333333333333,25.0
11181,131149,1,2,10,5,55,1,1,1,13,0,low,0.5,53.0
11182,131150,1,1,10,0,45,2,1,1,13,0,high,1.0,67.0
11183,131151,1,3,10,3,55,1,1,2,13,0,low,0.3333333333333333,33.0
11184,131152,1,3,10,0,45,3,1,2,13,0,low,0.3333333333333333,3.0
11185,131153,1,3,10,2,55,2,1,1,13,0,low,0.3333333333333333,5.0
11186,131154,1,1,10,0,70,2,2,2,13,0,high,1.0,61.0
11187,131155,1,1,10,0,45,3,2,2,13,1,high,1.0,24.0
11188,131156,1,6,10,7,70,3,1,2,13,1,low,0.16666666666666666,61.0
11189,131157,1,3,10,2,55,1,1,1,13,0,low,0.3333333333333333,40.0
11190,131158,1,1,10,0,55,2,1,1,13,0,high,1.0,9.0
11191,131159,1,1,10,0,55,2,1,1,13,1,high,1.0,30.0
11192,131160,1,3,10,7,55,1,1,1,13,0,low,0.3333333333333333,39.0
11193,131161,1,2,10,0,35,2,1,1,13,2,low,0.5,31.0
11194,131162,1,2,10,5,55,1,1,1,13,0,low,0.5,52.0
11195,131163,1,7,10,5,55,2,1,1,13,0,low,0.14285714285714285,47.0
11196,131164,1,3,10,0,45,1,1,1,13,0,low,0.3333333333333333,50.0
11197,131165,1,2,10,5,65,1,1,1,13,0,low,0.5,1.0
11198,131166,1,2,10,1,45,1,1,1,13,0,low,0.5,5.0
11199,131167,1,1,10,0,30,2,1,1,13,0,high,1.0,16.0
11200,131168,1,3,10,2,45,2,1,1,13,0,low,0.3333333333333333,36.0
11201,131169,2,3,11,2,55,1,1,1,13,0,high,0.6666666666666666,44.0
11202,131170,1,5,11,2,45,1,1,1,13,0,low,0.2,19.0
11203,131171,1,4,11,2,70,2,1,1,13,0,low,0.25,66.0
11204,131172,1,3,11,2,55,2,1,1,13,1,low,0.3333333333333333,0.0
11205,131173,1,1,11,0,35,1,1,1,13,1,high,1.0,31.0
11206,131174,1,6,11,0,50,1,1,1,13,0,low,0.16666666666666666,53.0
11207,131175,1,3,11,0,40,3,1,1,13,0,low,0.3333333333333333,10.0
11208,131176,1,3,11,2,45,3,1,1,13,0,low,0.3333333333333333,52.0
11209,131177,1,2,11,0,70,1,1,1,13,0,low,0.5,32.0
11210,131178,1,3,11,7,55,2,1,1,13,1,low,0.3333333333333333,50.0
11211,131179,1,3,11,0,45,3,1,1,13,0,low,0.3333333333333333,12.0
11212,131180,1,2,11,0,55,2,1,1,13,1,low,0.5,13.0
11213,131181,1,1,11,0,50,1,1,1,13,0,high,1.0,44.0
11214,131182,1,2,11,0,40,5,1,1,13,0,low,0.5,36.0
11215,131183,1,2,11,1,45,5,1,1,13,0,low,0.5,27.0
11216,131184,1,5,11,1,70,2,1,1,13,0,low,0.2,46.0
11217,131185,1,5,11,5,55,1,1,1,13,0,low,0.2,39.0
11218,131186,1,3,11,3,55,1,1,1,13,0,low,0.3333333333333333,37.0
11219,131187,2,3,11,2,55,2,1,1,13,1,high,0.6666666666666666,20.0
11220,131188,1,3,11,1,70,2,1,1,13,0,low,0.3333333333333333,48.0
11221,131189,1,2,11,0,55,1,1,1,13,0,low,0.5,49.0
11222,131190,2,3,11,2,55,1,1,1,13,0,high,0.6666666666666666,25.0
11223,131191,1,1,11,0,55,2,1,1,13,0,high,1.0,49.0
11224,131192,1,2,11,2,45,1,1,1,13,0,low,0.5,47.0
11225,131193,1,2,11,2,55,1,1,1,13,0,low,0.5,25.0
11226,131194,1,2,11,2,45,3,1,1,13,0,low,0.5,38.0
11227,131195,1,2,11,0,70,2,1,1,13,0,low,0.5,49.0
11228,131196,1,3,11,1,45,1,1,1,13,0,low,0.3333333333333333,28.0
11229,131197,1,2,11,0,55,1,1,1,13,0,low,0.5,45.0
11230,131198,1,1,11,0,99,1,1,1,13,0,high,1.0,30.0
11231,131199,1,3,11,0,55,2,1,1,13,1,low,0.3333333333333333,24.0
11232,131200,1,5,11,5,30,1,1,2,13,0,low,0.2,16.0
11233,131201,1,2,11,2,45,1,1,2,13,0,low,0.5,69.0
11234,131202,1,1,11,0,45,3,1,1,13,1,high,1.0,25.0
11235,131203,1,1,11,0,35,1,1,1,13,0,high,1.0,20.0
11236,131204,2,3,11,0,55,1,1,1,13,1,high,0.6666666666666666,16.0
11237,131205,2,7,11,7,45,1,1,1,13,0,low,0.2857142857142857,17.0
11238,131206,1,3,1,0,35,2,1,2,13,0,low,0.3333333333333333,45.0
11239,131207,1,2,6,0,65,5,1,2,13,1,low,0.5,13.0
11240,131208,1,2,6,7,55,3,1,1,13,0,low,0.5,34.0
11241,131209,1,2,8,0,65,2,1,1,13,1,low,0.5,32.0
11242,131210,1,1,9,0,55,5,1,1,13,1,high,1.0,7.0
11243,131211,1,2,9,0,35,3,1,1,13,1,low,0.5,52.0
11244,131212,1,3,9,5,45,1,1,1,13,0,low,0.3333333333333333,9.0
11245,131213,1,8,9,0,45,3,1,1,13,0,low,0.125,6.0
11246,131214,1,2,9,5,35,1,1,1,13,0,low,0.5,34.0
11247,131215,1,2,9,0,30,1,1,1,13,0,low,0.5,0.0
11248,131216,1,2,9,0,30,1,1,2,13,0,low,0.5,69.0
11249,131217,1,1,10,0,35,1,1,1,13,0,high,1.0,48.0
11250,131218,1,4,10,2,45,1,1,1,13,0,low,0.25,41.0
11251,131219,1,1,10,0,35,2,1,1,13,1,high,1.0,30.0
11252,131220,1,2,10,0,45,1,1,1,13,0,low,0.5,46.0
11253,131221,1,3,10,0,45,2,1,1,13,1,low,0.3333333333333333,51.0
11254,131222,1,1,10,0,35,3,1,1,13,0,high,1.0,47.0
11255,131223,1,3,10,0,45,2,1,1,13,1,low,0.3333333333333333,41.0
11256,131224,1,2,10,0,55,2,1,1,13,0,low,0.5,55.0
11257,131225,1,3,10,2,45,4,1,1,13,0,low,0.3333333333333333,40.0
11258,131226,1,3,10,5,55,1,1,1,13,0,low,0.3333333333333333,24.0
11259,131227,1,5,11,0,45,2,1,1,13,0,low,0.2,44.0
11260,131228,1,1,11,0,55,1,1,1,13,1,high,1.0,34.0
11261,131229,2,7,11,4,55,1,1,1,13,1,low,0.2857142857142857,34.0
11262,131230,1,5,11,5,55,1,1,1,13,0,low,0.2,56.0
11263,131231,1,2,11,0,35,2,1,1,13,1,low,0.5,19.0
11264,131232,1,2,11,5,55,1,1,1,13,0,low,0.5,20.0
11265,131233,1,3,11,2,65,2,1,1,13,0,low,0.3333333333333333,58.0
11266,131234,1,2,11,2,55,1,1,1,13,0,low,0.5,38.0
11267,131235,1,3,11,5,45,1,1,1,13,0,low,0.3333333333333333,21.0
11268,131236,1,2,11,5,45,1,1,1,13,0,low,0.5,31.0
11269,131237,1,1,11,0,25,2,1,1,13,1,high,1.0,55.0
11270,131238,1,4,11,4,55,1,1,1,13,0,low,0.25,33.0
11271,131239,1,3,11,0,35,1,1,5,13,0,low,0.3333333333333333,39.0
11272,131240,1,4,11,2,35,1,1,1,13,0,low,0.25,32.0
11273,131241,1,2,11,1,65,2,1,1,13,0,low,0.5,34.0
11274,131242,1,7,11,5,35,1,1,1,13,0,low,0.14285714285714285,35.0
11275,131243,1,2,11,0,70,2,1,1,13,0,low,0.5,38.0
11276,131244,1,2,11,0,55,1,1,1,13,2,low,0.5,13.0
11277,131245,1,2,11,5,55,1,1,1,13,0,low,0.5,39.0
11278,131246,1,2,11,5,55,1,1,1,13,0,low,0.5,23.0
11279,131247,1,2,11,5,35,1,1,1,13,0,low,0.5,38.0
11280,131248,1,2,11,4,55,2,1,1,13,0,low,0.5,42.0
11281,131249,1,3,11,2,55,1,1,1,13,0,low,0.3333333333333333,13.0
11282,131250,1,1,11,0,50,2,1,1,13,0,high,1.0,2.0
11283,131251,1,3,11,5,65,2,1,1,13,0,low,0.3333333333333333,46.0
11284,131252,1,2,11,0,40,2,1,1,13,0,low,0.5,39.0
11285,131253,1,1,11,0,55,1,1,1,13,0,high,1.0,28.0
11286,131254,1,1,11,0,45,2,4,2,13,0,high,1.0,49.0
11287,131255,1,2,11,0,55,2,1,1,13,0,low,0.5,40.0
11288,131256,1,1,11,0,45,1,1,1,13,0,high,1.0,46.0
11289,131257,1,1,11,0,55,1,1,1,13,0,high,1.0,48.0
11290,131258,1,7,11,5,55,1,1,1,13,0,low,0.14285714285714285,34.0
11291,131259,1,1,11,0,55,2,1,1,13,0,high,1.0,34.0
11292,131260,3,5,11,0,70,2,1,1,13,0,high,0.6,27.0
11293,131261,1,1,11,0,55,1,1,1,13,1,high,1.0,43.0
11294,131262,1,1,11,0,55,3,1,1,13,1,high,1.0,26.0
11295,131263,1,2,11,2,55,1,1,1,13,0,low,0.5,3.0
11296,131264,1,2,11,3,65,2,1,2,13,0,low,0.5,33.0
11297,131265,2,2,11,0,55,2,1,1,13,1,high,1.0,21.0
11298,131266,1,2,11,0,55,1,1,1,13,0,low,0.5,11.0
11299,131267,2,2,11,0,55,2,1,2,13,1,high,1.0,23.0
11300,131268,1,3,11,1,55,1,4,2,13,0,low,0.3333333333333333,46.0
11301,131269,1,2,11,0,55,2,1,2,13,1,low,0.5,34.0
11302,131270,1,3,11,5,55,1,4,2,13,1,low,0.3333333333333333,17.0
11303,131271,1,2,11,5,65,1,1,1,13,0,low,0.5,27.0
11304,131272,1,1,11,0,55,1,1,1,13,0,high,1.0,37.0
11305,131273,1,1,11,0,55,5,1,1,13,0,high,1.0,45.0
11306,131274,1,1,11,0,55,4,1,1,13,0,high,1.0,45.0
11307,131275,1,2,11,0,50,2,1,1,13,1,low,0.5,29.0
11308,131276,1,6,11,0,55,2,1,1,13,0,low,0.16666666666666666,41.0
11309,131277,1,4,11,99,45,2,1,1,13,0,low,0.25,41.0
11310,131278,1,2,12,2,55,2,1,1,13,0,low,0.5,12.0
11311,131279,1,2,12,2,55,1,1,1,13,0,low,0.5,29.0
11312,131280,1,1,12,0,55,2,1,1,13,0,high,1.0,30.0
11313,131281,1,1,12,0,70,2,1,1,13,0,high,1.0,48.0
11314,131282,1,2,12,0,45,2,1,1,13,0,low,0.5,15.0
11315,131283,1,1,12,0,45,2,1,1,13,0,high,1.0,16.0
11316,131284,1,1,12,0,70,1,1,1,13,0,high,1.0,44.0
11317,131285,1,3,12,3,55,2,1,1,13,1,low,0.3333333333333333,30.0
11318,131286,2,3,12,0,35,1,1,1,13,0,high,0.6666666666666666,0.0
11319,131287,1,2,12,0,55,2,1,1,13,0,low,0.5,42.0
11320,131288,1,2,12,0,55,1,1,1,13,0,low,0.5,41.0
11321,131289,1,2,12,0,45,2,1,1,13,0,low,0.5,28.0
11322,131290,1,3,12,1,55,1,1,1,13,0,low,0.3333333333333333,41.0
11323,131291,1,4,12,0,25,3,1,1,13,0,low,0.25,32.0
11324,131292,1,1,12,0,55,1,1,1,13,0,high,1.0,46.0
11325,131293,1,3,12,0,40,3,1,1,13,0,low,0.3333333333333333,39.0
11326,131294,1,2,12,0,45,1,1,1,13,0,low,0.5,55.0
11327,131295,1,2,12,2,45,1,1,1,13,0,low,0.5,41.0
11328,131296,1,4,12,0,45,2,1,1,13,0,low,0.25,51.0
11329,131297,1,1,12,0,55,1,1,1,13,0,high,1.0,50.0
11330,131298,2,3,12,0,35,2,1,2,13,0,high,0.6666666666666666,29.0
11331,131299,1,4,12,2,40,1,1,1,13,0,low,0.25,28.0
11332,131300,1,3,12,1,65,1,1,1,13,0,low,0.3333333333333333,36.0
11333,131301,1,3,12,2,45,1,3,2,13,0,low,0.3333333333333333,35.0
11334,131302,1,2,12,0,45,3,3,2,13,1,low,0.5,4.0
11335,131303,1,2,12,0,40,1,1,1,13,0,low,0.5,43.0
11336,131304,2,3,12,2,55,2,1,1,13,0,high,0.6666666666666666,43.0
11337,131305,1,5,12,5,45,1,1,1,13,0,low,0.2,19.0
11338,131306,1,3,12,4,45,3,1,1,13,1,low,0.3333333333333333,43.0
11339,131307,1,1,12,0,55,1,5,2,13,0,high,1.0,20.0
11340,131308,1,3,12,0,45,3,1,2,13,0,low,0.3333333333333333,56.0
11341,131309,1,2,12,0,45,3,4,2,13,1,low,0.5,38.0
11342,131310,2,2,12,2,50,2,1,1,13,1,high,1.0,39.0
11343,131311,1,2,12,2,40,2,1,1,13,0,low,0.5,34.0
11344,131312,1,2,11,0,35,1,1,1,13,0,low,0.5,0.0
11345,131313,1,1,11,0,55,1,1,1,13,0,high,1.0,38.0
11346,131314,1,4,11,1,35,2,1,1,13,0,low,0.25,26.0
11347,131315,1,1,11,0,55,3,1,1,13,0,high,1.0,22.0
11348,131316,1,1,11,0,25,3,1,1,13,0,high,1.0,48.0
11349,131317,1,1,11,0,45,2,1,1,13,1,high,1.0,15.0
11350,131318,1,1,11,0,55,2,1,1,13,1,high,1.0,12.0
11351,131319,1,2,11,0,40,3,1,1,13,0,low,0.5,41.0
11352,131320,1,3,11,0,45,3,1,1,13,1,low,0.3333333333333333,23.0
11353,131321,1,3,11,0,70,2,1,1,13,0,low,0.3333333333333333,26.0
11354,131322,1,4,11,1,45,1,1,1,13,0,low,0.25,41.0
11355,131323,1,3,11,5,55,1,1,1,13,1,low,0.3333333333333333,38.0
11356,131324,1,1,11,0,55,2,1,1,13,1,high,1.0,40.0
11357,131325,1,2,2,0,25,5,1,1,13,0,low,0.5,46.0
11358,131326,1,5,5,1,35,3,1,1,13,1,low,0.2,35.0
11359,131327,1,2,6,0,55,2,1,1,13,1,low,0.5,57.0
11360,131328,2,3,8,2,55,1,1,1,13,0,high,0.6666666666666666,23.0
11361,131329,1,4,10,0,25,1,1,1,13,0,low,0.25,25.0
11362,131330,1,4,10,4,50,1,1,1,13,0,low,0.25,32.0
11363,131331,1,2,11,0,45,3,1,1,13,1,low,0.5,59.0
11364,131332,1,1,11,0,55,1,1,1,13,0,high,1.0,0.0
11365,131333,1,1,11,0,30,2,1,1,13,0,high,1.0,35.0
11366,131334,1,2,11,0,45,1,1,1,13,1,low,0.5,22.0
11367,131335,1,1,11,0,35,2,1,1,13,0,high,1.0,27.0
11368,131336,1,2,11,5,55,1,1,1,13,0,low,0.5,22.0
11369,131337,1,2,11,2,55,1,1,1,13,0,low,0.5,39.0
11370,131338,1,3,11,5,45,1,1,1,13,0,low,0.3333333333333333,10.0
11371,131339,1,1,11,0,35,1,1,1,13,0,high,1.0,30.0
11372,131340,1,1,11,0,45,4,1,1,13,1,high,1.0,0.0
11373,131341,2,2,11,0,45,2,1,1,13,1,high,1.0,48.0
11374,131342,1,1,11,0,65,1,1,1,13,1,high,1.0,42.0
11375,131343,1,1,11,0,50,1,1,1,13,0,high,1.0,40.0
11376,131344,1,3,11,5,30,3,1,1,13,1,low,0.3333333333333333,11.0
11377,131345,1,3,11,0,55,1,1,1,13,0,low,0.3333333333333333,51.0
11378,131346,1,1,11,0,55,1,2,2,13,0,high,1.0,28.0
11379,131347,1,2,11,2,99,1,1,1,13,0,low,0.5,55.0
11380,131348,1,2,11,1,65,2,1,1,13,0,low,0.5,33.0
11381,131349,1,1,11,0,30,1,1,1,13,0,high,1.0,37.0
11382,131350,1,2,11,7,55,1,1,1,13,0,low,0.5,35.0
11383,131351,1,2,11,0,45,3,1,1,13,1,low,0.5,26.0
11384,131352,1,4,12,1,45,1,1,1,13,0,low,0.25,2.0
11385,131353,1,2,12,0,35,3,1,1,13,0,low,0.5,44.0
11386,131354,1,2,12,0,45,2,1,1,13,0,low,0.5,25.0
11387,131355,1,5,12,0,55,1,1,1,13,1,low,0.2,51.0
11388,131356,1,1,12,0,70,3,1,1,13,0,high,1.0,34.0
11389,131357,1,1,12,0,55,2,1,1,13,1,high,1.0,45.0
11390,131358,1,2,12,0,25,2,1,1,13,0,low,0.5,26.0
11391,131359,1,2,12,0,50,5,1,1,13,0,low,0.5,42.0
11392,131360,1,2,12,0,35,3,1,1,13,0,low,0.5,27.0
11393,131361,4,5,12,2,55,5,1,1,13,1,high,0.8,58.0
11394,131362,2,4,12,1,55,2,1,1,13,0,low,0.5,7.0
11395,131363,1,2,12,0,70,2,1,1,13,1,low,0.5,41.0
11396,131364,1,3,12,1,60,2,1,1,13,0,low,0.3333333333333333,30.0
11397,131365,1,2,12,5,35,1,1,1,13,0,low,0.5,36.0
11398,131366,1,3,12,5,55,2,1,1,13,0,low,0.3333333333333333,57.0
11399,131367,1,1,12,0,55,2,1,1,13,1,high,1.0,39.0
11400,131368,1,4,12,5,45,1,1,1,13,0,low,0.25,36.0
11401,131369,1,2,12,0,70,2,1,1,13,0,low,0.5,34.0
11402,131370,1,1,12,0,55,2,5,2,13,1,high,1.0,41.0
11403,131371,1,5,12,2,55,2,2,2,13,0,low,0.2,7.0
11404,131372,1,2,12,0,55,1,1,1,13,0,low,0.5,43.0
11405,131373,1,4,12,0,55,1,1,1,13,0,low,0.25,52.0
11406,131374,1,5,12,0,70,2,1,1,13,0,low,0.2,1.0
11407,131375,1,2,12,0,35,1,1,1,13,1,low,0.5,5.0
11408,131376,1,4,12,5,45,1,1,1,13,0,low,0.25,65.0
11409,131377,1,2,12,2,55,2,5,2,13,1,low,0.5,17.0
11410,131378,1,2,12,0,70,1,1,1,13,0,low,0.5,11.0
11411,131379,1,1,12,2,99,1,1,1,13,0,high,1.0,39.0
11412,131380,1,1,12,5,30,3,1,1,13,0,high,1.0,31.0
11413,131381,1,1,12,0,55,2,2,2,13,0,high,1.0,32.0
11414,131382,1,3,12,4,55,2,1,1,13,1,low,0.3333333333333333,1.0
11415,131383,1,3,12,2,65,2,2,2,13,1,low,0.3333333333333333,48.0
11416,131384,1,1,12,0,55,1,1,1,13,0,high,1.0,20.0
11417,131385,1,3,12,2,45,1,1,1,13,0,low,0.3333333333333333,56.0
11418,131386,1,1,12,0,55,1,1,2,13,0,high,1.0,37.0
11419,131387,2,5,12,5,50,1,1,1,13,1,low,0.4,31.0
11420,131388,1,1,12,1,25,1,1,1,13,0,high,1.0,40.0
11421,131389,1,2,12,0,45,2,1,1,13,0,low,0.5,39.0
11422,131390,1,4,12,2,55,1,2,2,13,0,low,0.25,33.0
11423,131391,1,1,12,0,70,2,5,2,13,0,high,1.0,39.0
11424,131392,1,2,12,2,55,1,1,1,13,0,low,0.5,46.0
11425,131393,1,3,12,0,40,3,2,2,13,1,low,0.3333333333333333,32.0
11426,131394,1,1,12,0,70,1,1,1,13,0,high,1.0,33.0
11427,131395,1,3,12,0,50,1,2,2,13,0,low,0.3333333333333333,34.0
11428,131396,1,2,12,2,35,1,1,1,13,0,low,0.5,0.0
11429,131397,1,3,12,0,55,2,1,1,13,1,low,0.3333333333333333,21.0
11430,131398,1,2,12,0,70,1,2,2,13,0,low,0.5,39.0
11431,131399,1,2,12,0,30,3,1,1,13,0,low,0.5,15.0
11432,131400,1,4,12,0,55,1,1,2,13,0,low,0.25,38.0
11433,131401,1,2,12,0,55,2,1,1,13,0,low,0.5,45.0
11434,131402,1,5,12,0,55,1,1,1,13,0,low,0.2,39.0
11435,131403,1,2,12,5,55,1,1,1,13,1,low,0.5,34.0
11436,131404,1,4,12,4,45,1,1,1,13,0,low,0.25,51.0
11437,131405,1,1,12,0,45,1,1,1,13,0,high,1.0,34.0
11438,131406,1,2,12,0,65,2,1,1,13,0,low,0.5,38.0
11439,131407,1,1,12,0,45,2,1,1,13,1,high,1.0,25.0
11440,131408,1,6,12,0,45,2,1,1,13,2,low,0.16666666666666666,6.0
11441,131409,1,2,12,0,70,1,1,1,13,0,low,0.5,49.0
11442,131410,1,1,12,0,55,2,1,1,13,1,high,1.0,53.0
11443,131411,1,3,12,0,35,1,1,1,13,0,low,0.3333333333333333,39.0
11444,131412,1,5,12,5,45,1,1,1,13,0,low,0.2,33.0
11445,131413,2,3,12,4,45,2,1,1,13,1,high,0.6666666666666666,27.0
11446,131414,1,1,12,0,55,2,1,1,13,0,high,1.0,45.0
11447,131415,1,2,12,1,55,1,1,1,13,0,low,0.5,39.0
11448,131416,1,2,12,2,55,2,1,2,13,1,low,0.5,49.0
11449,131417,1,1,12,0,55,2,1,2,13,1,high,1.0,49.0
11450,131418,1,2,12,2,45,3,1,2,13,0,low,0.5,8.0
11451,131419,1,4,12,1,45,3,1,1,13,0,low,0.25,31.0
11452,131420,1,3,12,0,45,2,1,1,13,0,low,0.3333333333333333,38.0
11453,131421,1,2,12,7,55,1,2,2,13,0,low,0.5,48.0
11454,131422,1,5,12,7,55,3,1,1,13,0,low,0.2,29.0
11455,131423,1,2,12,0,55,2,1,1,13,1,low,0.5,38.0
11456,131424,1,3,12,0,55,2,5,2,13,0,low,0.3333333333333333,50.0
11457,131425,2,3,12,5,55,1,1,1,13,0,high,0.6666666666666666,26.0
11458,131426,1,5,12,5,45,3,1,1,13,0,low,0.2,45.0
11459,131427,4,6,12,0,35,2,1,2,13,2,high,0.6666666666666666,20.0
11460,131428,1,1,12,0,55,1,1,1,13,0,high,1.0,26.0
11461,131429,1,2,12,0,55,2,1,2,13,2,low,0.5,17.0
11462,131430,1,4,12,0,55,2,2,2,13,1,low,0.25,27.0
11463,131431,1,1,12,0,35,1,1,1,13,0,high,1.0,24.0
11464,131432,1,1,12,0,55,2,2,2,13,0,high,1.0,19.0
11465,131433,1,1,12,0,55,1,2,2,13,0,high,1.0,54.0
11466,131434,1,1,12,0,35,3,5,2,13,1,high,1.0,28.0
11467,131435,1,1,12,0,30,1,1,2,13,0,high,1.0,29.0
11468,131436,1,5,12,0,35,3,1,1,13,0,low,0.2,42.0
11469,131437,1,1,12,0,55,1,1,2,13,0,high,1.0,32.0
11470,131438,1,2,2,0,55,2,1,1,13,0,low,0.5,49.0
11471,131439,1,19,4,9,50,1,1,1,13,0,low,0.05263157894736842,25.0
11472,131440,1,4,4,5,45,1,1,1,13,0,low,0.25,20.0
11473,131441,1,6,4,3,45,1,1,1,13,0,low,0.16666666666666666,31.0
11474,131442,1,1,5,0,40,3,1,1,13,0,high,1.0,25.0
11475,131443,1,3,5,0,55,1,1,1,13,0,low,0.3333333333333333,28.0
11476,131444,1,2,7,2,45,1,1,1,13,1,low,0.5,46.0
11477,131445,1,5,7,3,70,4,1,1,13,0,low,0.2,5.0
11478,131446,1,1,8,0,45,5,1,1,13,1,high,1.0,20.0
11479,131447,1,1,9,0,55,1,1,1,13,0,high,1.0,50.0
11480,131448,1,3,9,0,45,2,1,1,13,0,low,0.3333333333333333,42.0
11481,131449,1,2,10,1,40,1,1,1,13,0,low,0.5,16.0
11482,131450,1,2,10,0,30,1,1,1,13,0,low,0.5,73.0
11483,131451,1,5,10,5,45,1,1,1,13,0,low,0.2,36.0
11484,131452,1,5,10,5,55,2,1,1,13,0,low,0.2,41.0
11485,131454,1,1,11,0,25,2,1,1,13,0,high,1.0,55.0
11486,131455,1,2,11,5,55,1,1,1,13,0,low,0.5,11.0
11487,131456,1,7,11,1,45,3,1,1,13,1,low,0.14285714285714285,38.0
11488,131457,1,1,11,0,35,3,1,1,13,1,high,1.0,4.0
11489,131458,1,4,11,5,45,1,1,1,13,0,low,0.25,39.0
11490,131459,1,2,3,0,40,3,9,9,13,0,low,0.5,22.0
11491,131460,1,5,4,5,55,1,2,2,13,0,low,0.2,45.0
11492,131461,1,3,4,5,35,1,1,1,13,0,low,0.3333333333333333,43.0
11493,131462,1,8,9,4,35,1,1,1,13,0,low,0.125,34.0
11494,131463,1,4,9,7,55,1,1,1,13,0,low,0.25,15.0
11495,131464,1,1,9,0,55,2,1,1,13,0,high,1.0,30.0
11496,131465,1,3,10,5,25,1,1,2,13,1,low,0.3333333333333333,32.0
11497,131466,1,1,10,0,55,2,2,2,13,1,high,1.0,9.0
11498,131467,1,1,11,0,45,1,1,1,13,0,high,1.0,26.0
11499,131468,1,2,11,4,45,3,1,1,13,0,low,0.5,45.0
11500,131469,1,5,11,2,55,1,1,1,13,0,low,0.2,54.0
11501,131470,1,2,3,0,55,2,1,9,13,1,low,0.5,32.0
11502,131471,1,3,3,2,45,2,1,1,13,1,low,0.3333333333333333,40.0
11503,131472,1,2,4,5,40,3,1,1,13,1,low,0.5,20.0
11504,131473,1,2,5,0,30,1,1,1,13,2,low,0.5,58.0
11505,131474,1,2,6,0,55,2,1,1,13,0,low,0.5,0.0
11506,131475,1,2,7,0,55,1,1,2,13,0,low,0.5,56.0
11507,131476,1,4,7,5,55,1,1,1,13,0,low,0.25,30.0
11508,131477,1,3,9,5,45,1,1,1,13,0,low,0.3333333333333333,48.0
11509,131478,1,1,9,0,55,1,2,2,13,0,high,1.0,40.0
11510,131479,1,2,9,0,55,2,1,1,13,1,low,0.5,9.0
11511,131480,1,2,10,1,55,1,1,1,13,0,low,0.5,33.0
11512,131481,1,2,10,0,45,3,1,1,13,2,low,0.5,10.0
11513,131482,1,4,10,5,45,1,1,1,13,0,low,0.25,16.0
11514,131483,1,2,11,2,35,1,1,1,13,0,low,0.5,22.0
11515,131484,1,3,11,5,50,1,1,1,13,0,low,0.3333333333333333,44.0
11516,131485,1,3,11,11,70,1,1,1,13,0,low,0.3333333333333333,56.0
11517,131486,1,4,11,0,65,1,1,1,13,0,low,0.25,48.0
11518,131487,1,1,11,0,35,2,1,1,13,0,high,1.0,46.0
11519,131488,1,3,12,5,55,2,1,1,13,0,low,0.3333333333333333,57.0
11520,131489,1,2,12,1,45,1,1,1,13,0,low,0.5,25.0
11521,131490,1,1,12,0,55,2,1,1,13,1,high,1.0,43.0
11522,131491,1,2,12,0,35,2,2,2,13,2,low,0.5,45.0
