LGT_COND,WEATHER,VSURCOND,MAN_COLL,VSPD_LIM,rate
3,1,1,0,20,low
3,1,1,0,40,high
3,10,1,0,40,high
1,2,2,0,55,low
2,10,2,0,45,high
1,10,1,2,55,high
2,1,1,0,30,low
1,1,1,6,55,low
3,1,1,6,40,low
2,1,1,0,55,low
1,1,1,0,35,low
3,1,1,0,50,high
3,1,1,0,55,high
1,1,1,0,45,low
3,1,1,2,35,low
1,1,1,0,35,high
1,1,1,6,30,low
2,1,1,0,70,high
2,1,1,0,55,high
3,2,2,6,40,low
1,1,1,6,35,low
1,1,1,6,30,low
1,10,1,6,55,low
1,2,2,6,45,low
1,10,2,0,55,high
2,1,1,2,55,high
3,10,2,0,45,low
3,1,2,0,55,high
2,1,1,1,30,low
1,1,1,6,55,low
2,1,1,0,55,low
2,2,2,0,55,high
3,1,1,0,40,high
1,1,1,6,55,low
1,2,2,6,40,low
2,5,2,0,70,high
1,10,1,1,70,low
2,1,1,0,70,high
1,10,1,0,45,low
1,2,2,0,45,high
3,10,1,0,40,high
1,1,1,0,55,high
1,1,1,0,45,low
5,10,1,2,55,low
1,1,1,0,45,high
3,1,1,0,30,high
3,1,1,0,30,low
2,2,2,0,55,low
5,1,1,1,50,low
2,2,2,0,50,low
1,1,1,1,30,high
5,1,1,0,55,low
2,1,1,0,45,low
1,1,0,2,0,low
1,2,2,0,70,high
3,1,1,6,30,low
2,2,2,0,55,low
3,1,1,0,35,low
3,1,1,0,40,high
1,1,1,0,35,high
1,10,1,2,30,low
2,1,1,2,50,low
2,1,1,0,45,low
3,1,1,1,50,low
1,10,1,0,40,low
1,10,2,0,55,high
1,2,2,0,70,high
2,1,1,6,45,low
2,1,1,0,35,high
2,2,2,0,50,high
2,1,1,0,35,high
1,1,1,0,55,low
2,1,1,0,25,high
1,1,1,7,70,low
2,10,1,0,55,high
2,1,1,0,30,high
1,1,1,0,35,high
1,1,1,0,45,high
1,10,1,0,30,high
2,1,1,0,50,low
2,10,1,0,70,low
1,10,1,6,30,low
1,1,1,7,40,low
1,6,1,0,45,high
3,1,1,0,55,high
1,1,1,2,45,low
2,2,2,0,30,high
1,1,1,6,45,low
2,1,1,0,35,high
2,1,1,0,55,low
1,1,1,0,25,low
2,2,2,0,45,low
2,10,2,0,30,high
1,1,1,2,30,low
2,2,2,0,55,high
1,2,2,0,30,high
1,1,1,2,50,low
3,1,1,0,45,high
3,1,1,0,30,low
3,1,1,6,35,low
1,1,1,6,35,low
5,1,1,0,45,high
2,1,1,0,30,high
5,1,1,1,45,low
2,1,1,0,55,low
2,1,1,0,55,low
1,1,1,2,45,low
1,10,2,6,50,low
1,1,1,2,65,low
1,10,0,6,0,low
3,1,1,6,25,low
1,1,1,0,45,low
3,1,1,6,55,low
2,1,1,0,35,low
1,10,1,0,35,high
1,1,1,6,55,high
1,1,1,0,50,high
1,1,1,1,70,low
2,1,1,0,70,low
3,10,1,6,40,low
2,1,1,0,50,low
3,2,2,0,30,high
3,1,1,0,35,high
2,1,1,2,55,low
1,1,1,0,45,high
3,1,1,0,35,low
3,1,1,6,45,low
2,2,11,0,45,high
1,1,1,6,55,low
3,1,1,6,35,low
1,1,1,1,55,low
1,1,1,6,55,low
3,1,1,0,40,high
1,10,1,0,45,high
2,2,2,0,35,high
2,1,1,0,55,low
1,1,1,6,30,low
1,2,2,2,40,high
3,1,1,0,35,high
1,1,1,0,30,high
3,1,1,0,30,high
3,2,2,0,45,high
2,1,1,0,55,high
2,1,1,0,55,low
3,1,1,0,35,low
3,10,1,6,45,low
1,1,1,6,55,high
2,2,2,0,35,high
3,1,1,0,50,low
5,1,1,0,55,low
1,1,1,6,55,low
1,10,2,6,45,low
1,1,1,1,45,low
2,10,1,1,55,low
1,10,1,2,45,low
3,2,2,0,35,high
2,10,2,2,30,low
1,1,1,0,55,high
1,1,1,2,55,low
2,1,1,6,45,low
2,1,1,0,70,high
2,1,2,0,55,high
3,1,1,0,45,high
3,2,2,0,40,high
3,1,1,0,40,high
1,2,2,0,45,low
2,2,2,6,55,low
2,2,2,0,55,low
5,1,1,0,40,high
2,99,99,0,40,high
1,2,2,0,70,high
1,2,2,6,35,low
3,1,1,0,30,high
2,1,2,0,50,high
3,2,2,0,55,low
1,2,2,0,55,high
1,10,1,2,45,high
1,2,2,2,50,low
3,2,2,0,40,high
1,1,1,1,65,low
2,5,1,2,55,low
1,1,1,7,70,low
1,1,6,0,20,low
2,2,2,2,70,low
1,1,1,0,40,high
2,10,2,0,50,low
3,2,2,0,45,high
2,1,1,0,70,low
5,1,1,6,55,low
1,10,1,6,45,low
1,10,1,6,30,low
1,10,1,6,35,low
1,1,1,1,30,low
2,10,1,0,70,high
3,1,1,0,55,low
1,1,1,0,30,high
3,1,1,0,35,high
1,2,2,6,55,low
2,1,1,0,45,low
3,1,1,0,35,high
1,1,1,0,40,high
3,1,1,0,30,high
1,2,2,0,55,low
1,1,1,0,35,high
1,1,1,2,45,high
3,1,1,1,45,low
1,1,1,6,55,low
1,1,1,0,35,high
1,1,1,0,70,high
2,2,2,0,55,low
1,2,2,0,55,high
1,2,2,0,40,high
2,1,1,0,45,low
1,1,1,0,35,high
1,1,1,6,45,low
3,1,1,0,40,low
1,1,1,6,40,low
1,1,1,0,55,high
2,2,2,6,60,low
1,2,2,0,40,high
3,2,2,0,65,high
3,1,1,0,60,low
3,1,1,0,35,low
3,2,2,0,40,high
2,10,2,0,45,high
2,10,1,0,55,low
2,2,2,0,25,low
2,2,2,0,70,low
3,2,2,0,35,high
2,4,4,0,75,high
1,10,0,0,0,low
1,2,2,8,70,low
1,2,11,0,55,low
1,2,2,0,60,high
1,3,4,6,75,low
3,2,2,0,45,high
3,1,1,0,60,low
3,1,1,0,75,low
3,1,1,0,30,high
1,4,4,6,75,low
2,1,1,0,30,high
2,1,1,0,35,high
2,10,2,0,55,high
2,1,1,0,30,high
2,1,1,7,70,low
1,1,1,0,75,high
2,1,1,0,75,low
3,10,1,1,65,low
2,1,1,1,60,low
2,1,1,0,60,high
2,1,1,0,40,high
3,1,1,0,60,high
2,1,1,0,50,high
1,1,1,0,75,low
2,1,1,1,70,low
3,1,1,2,45,low
2,1,1,2,65,low
1,1,1,0,35,high
1,1,1,6,35,low
3,1,1,0,70,high
3,1,1,7,60,low
4,3,4,0,75,low
5,1,2,0,30,high
1,10,1,1,75,low
2,2,2,0,30,high
1,10,2,0,60,high
2,2,2,2,75,low
2,2,2,2,70,low
1,2,4,0,80,low
2,10,1,2,60,low
1,10,1,0,30,low
2,2,2,0,30,low
2,2,2,0,60,high
3,10,1,2,60,low
1,10,1,6,45,low
2,1,1,1,65,low
2,5,2,0,55,high
1,10,1,0,35,high
1,10,1,0,50,high
3,10,1,0,45,high
3,1,1,0,35,low
3,10,1,0,30,high
1,4,4,0,75,low
3,10,1,0,30,low
2,1,1,6,55,low
3,1,1,0,30,high
2,10,1,2,55,low
2,1,1,0,40,low
3,1,1,0,30,low
3,1,1,0,60,high
1,1,1,0,55,high
2,1,1,0,65,high
3,2,2,0,65,high
2,10,2,0,70,low
2,1,1,1,75,low
1,1,1,6,65,low
3,1,1,0,70,low
2,1,1,7,75,low
1,2,2,1,70,low
3,10,1,0,60,low
2,2,4,0,75,low
2,10,1,0,35,low
4,3,2,0,80,high
1,1,1,0,40,high
2,1,1,2,75,low
2,5,1,6,75,low
1,10,1,6,70,low
2,3,4,6,70,high
2,1,1,6,70,low
6,10,1,0,35,low
1,2,4,0,75,high
1,2,2,2,75,high
1,1,1,0,65,high
1,1,1,0,60,low
2,1,1,0,75,high
2,1,2,11,75,high
3,1,1,6,30,low
3,1,1,0,35,low
1,1,1,2,75,low
3,1,1,0,45,high
3,1,1,0,60,high
2,1,1,0,50,high
3,1,1,0,60,high
3,1,1,6,45,low
2,1,1,0,40,high
1,1,1,0,30,high
2,1,1,6,70,low
2,1,1,0,75,high
3,1,1,2,30,low
3,1,1,2,65,low
1,1,1,0,60,high
3,1,1,0,45,high
2,1,0,0,0,high
2,1,1,0,70,high
2,1,1,0,60,high
1,1,1,0,80,low
5,1,1,0,35,high
3,1,1,0,70,high
3,1,0,6,0,low
2,1,1,2,55,low
2,1,1,1,75,low
1,1,1,0,60,high
1,1,1,0,30,high
3,1,1,0,30,high
2,1,1,0,65,high
1,5,2,2,70,low
3,2,2,6,45,low
3,1,1,0,40,high
1,10,1,0,45,high
1,2,2,6,60,low
3,10,2,0,70,low
2,2,2,0,55,high
2,10,2,1,75,low
1,2,2,0,40,low
3,1,1,0,40,high
1,10,2,11,70,low
3,2,2,0,30,high
1,1,1,6,40,low
3,1,1,0,45,high
3,1,0,6,0,low
2,1,1,6,60,low
2,1,1,0,55,high
1,1,1,6,50,low
2,1,1,2,60,low
3,1,1,0,30,high
2,1,1,0,75,high
2,1,1,0,60,high
3,1,1,0,50,high
1,1,1,0,75,high
3,1,1,0,55,high
1,1,1,6,55,low
2,1,1,0,30,high
2,2,4,0,65,low
3,10,1,7,45,low
3,2,2,0,45,high
3,1,1,0,55,high
1,2,4,0,75,high
3,10,2,0,60,high
2,5,2,0,35,low
2,1,1,0,30,high
3,1,1,6,30,low
1,2,2,2,60,low
2,1,0,6,0,low
3,1,1,0,35,high
3,1,1,0,35,high
3,1,1,8,35,low
1,1,1,0,60,high
1,1,1,0,45,high
3,1,1,0,35,high
1,1,1,0,70,high
1,1,1,0,55,high
1,10,1,6,45,low
1,1,1,2,35,low
3,1,1,2,50,low
1,10,1,2,70,high
1,2,2,0,70,high
3,10,1,0,45,low
3,1,1,0,30,high
1,10,1,2,65,low
1,10,1,1,75,low
2,4,2,0,75,low
2,1,1,0,30,high
1,1,1,1,65,low
3,10,1,1,50,high
3,1,1,0,70,low
1,1,1,6,35,low
2,1,1,0,50,high
2,1,1,0,55,high
2,1,1,2,75,low
1,1,1,0,45,high
1,1,1,0,30,high
6,1,1,0,35,low
3,1,1,1,60,low
3,1,1,0,60,high
1,10,1,0,65,high
3,1,1,0,45,low
2,1,1,0,75,low
1,2,2,2,70,low
1,2,2,6,65,low
2,2,2,0,65,high
3,1,1,1,60,low
3,1,1,0,35,low
2,2,6,0,75,low
1,1,1,6,65,high
3,10,2,0,45,low
2,1,1,0,60,high
2,5,0,6,0,low
2,10,1,6,75,low
1,10,1,2,75,high
2,10,1,2,60,high
2,10,2,0,45,high
1,10,1,0,55,high
1,1,1,0,75,high
2,1,1,0,55,high
3,1,1,0,60,high
2,1,1,1,60,low
2,2,2,0,45,high
1,1,1,0,55,high
1,1,1,0,75,low
1,1,1,2,70,low
3,1,1,0,45,high
1,2,2,6,70,low
2,2,2,0,80,high
1,1,1,2,55,high
1,1,1,2,60,low
2,2,2,1,65,low
3,10,1,0,30,high
2,1,1,0,60,high
1,1,1,0,30,high
1,10,1,0,30,high
2,2,2,0,70,low
3,1,1,1,60,low
2,1,1,0,30,high
1,10,1,2,50,low
1,1,1,0,40,high
1,1,1,11,55,low
1,1,1,1,60,low
3,1,1,0,45,low
3,1,1,6,40,low
1,1,1,0,30,low
2,1,1,1,70,low
2,1,1,0,65,low
2,1,1,0,55,low
1,1,1,0,40,high
2,1,1,0,60,high
1,1,1,0,50,low
1,1,1,0,70,low
2,1,1,0,50,high
2,1,1,0,55,low
2,1,1,0,55,high
1,1,1,0,40,low
4,10,1,0,70,low
3,1,1,0,60,high
3,1,1,0,35,high
1,1,1,0,55,high
1,1,1,6,75,low
2,1,1,6,55,low
4,1,1,0,45,high
2,1,1,0,50,high
2,10,1,0,55,high
2,1,1,0,75,low
2,1,1,6,60,low
2,10,1,0,75,high
3,2,2,0,65,high
1,2,2,6,60,low
3,2,2,0,30,high
2,1,1,0,60,low
1,10,1,0,40,high
1,1,1,1,75,low
3,1,1,0,55,high
2,10,1,0,70,high
1,1,1,0,60,low
1,10,1,6,35,low
2,1,1,1,55,low
1,1,1,0,60,high
3,1,1,6,45,low
1,1,1,0,65,high
3,10,1,6,35,low
1,1,1,0,70,high
2,1,1,0,70,low
1,1,1,1,75,low
5,1,1,1,30,high
1,1,1,6,65,low
1,1,11,0,60,high
1,1,1,0,65,low
2,10,1,0,60,low
1,1,1,6,60,low
1,1,1,0,55,high
3,1,1,0,45,high
1,1,0,6,0,low
2,1,1,0,55,low
2,1,1,0,30,low
1,1,0,6,0,low
1,1,1,2,80,low
2,1,1,0,75,high
3,1,1,2,30,low
2,1,1,0,75,low
2,1,1,0,55,low
2,1,1,0,65,high
2,1,1,2,75,low
3,1,1,0,60,low
3,1,1,1,45,low
3,1,1,0,55,low
3,10,1,1,45,low
1,1,1,0,60,low
1,10,2,1,35,low
1,10,1,0,75,low
2,1,1,0,75,low
1,10,1,6,60,low
2,1,1,0,30,high
1,10,1,0,75,low
1,1,1,0,75,high
1,1,1,6,75,low
2,1,1,0,60,low
1,1,1,0,60,high
1,1,1,0,75,low
3,1,1,6,45,low
3,1,1,0,30,high
2,1,1,0,35,high
3,1,1,0,50,high
6,10,1,0,35,low
1,10,1,0,35,high
1,10,1,0,35,high
1,1,1,0,75,high
1,1,1,0,75,high
2,1,1,0,45,high
2,1,1,0,30,low
1,2,2,0,70,high
2,10,1,6,75,low
1,10,2,0,55,low
2,10,1,0,70,high
2,10,1,6,30,low
2,3,4,0,75,low
1,10,4,0,75,low
3,10,1,0,45,high
2,1,1,0,55,high
1,3,2,0,75,low
2,10,1,0,20,high
3,10,1,1,50,low
2,3,4,0,70,low
1,10,2,6,75,low
1,10,1,0,55,high
1,1,1,0,75,low
1,10,1,0,70,high
1,1,1,0,75,high
1,1,2,0,35,high
5,10,1,6,30,low
3,2,2,7,40,low
2,10,2,0,60,high
1,4,3,2,70,low
3,1,2,0,65,low
2,10,1,0,65,low
3,2,2,0,45,low
1,10,1,7,55,low
2,4,1,0,75,low
1,1,0,6,0,low
1,1,1,2,40,low
2,1,1,0,35,high
2,1,1,0,40,low
1,1,1,6,50,low
3,2,2,0,35,high
1,2,2,0,65,low
3,2,2,6,35,low
2,1,1,2,55,low
3,1,1,0,35,low
3,10,1,0,65,high
2,1,1,0,60,low
1,1,1,6,35,low
1,1,1,0,70,high
3,1,1,0,35,low
2,1,1,0,30,high
2,1,1,7,30,low
3,1,1,0,45,high
3,1,1,0,30,low
1,1,1,0,70,high
3,1,1,6,55,low
1,2,2,0,65,high
2,10,1,2,70,low
2,3,4,0,75,low
1,10,2,1,50,low
1,2,2,1,50,low
2,2,2,0,70,high
1,10,4,0,75,low
2,1,1,0,45,high
1,10,1,2,70,low
2,10,2,1,75,high
1,10,1,0,70,high
3,1,1,0,30,high
1,1,4,6,75,low
2,4,4,0,75,low
1,4,3,2,65,low
2,2,4,0,65,low
3,1,1,0,45,low
1,10,4,0,75,high
1,4,2,0,70,low
1,2,2,2,60,high
2,2,2,0,75,high
2,10,2,0,40,low
3,2,2,1,35,low
1,10,2,6,70,low
2,5,2,0,65,low
3,2,2,0,50,high
1,2,2,0,60,high
1,10,2,6,45,low
1,1,1,0,80,low
4,5,2,1,65,low
2,1,2,0,75,low
3,10,2,0,40,high
1,10,1,6,70,low
1,2,0,6,0,low
2,1,1,0,75,high
1,3,4,1,75,low
2,2,2,2,55,low
1,2,2,6,60,low
2,1,1,0,55,high
1,1,1,2,65,low
3,1,1,2,50,low
1,1,1,6,40,low
2,1,1,0,35,high
1,1,1,6,75,low
2,1,1,2,80,low
2,1,1,2,70,low
1,1,1,0,30,low
5,1,1,8,65,low
1,10,1,2,35,low
2,1,6,0,60,low
1,1,1,0,75,low
2,1,1,2,55,low
2,2,2,0,60,high
2,10,2,0,50,low
2,2,2,0,75,high
1,2,2,6,65,low
1,2,2,6,60,low
4,5,2,0,75,low
2,2,2,0,35,high
2,2,2,0,50,low
3,10,2,0,45,high
1,2,2,8,70,low
2,2,2,6,55,low
1,10,1,0,30,high
3,10,1,6,40,low
3,1,1,0,35,low
2,2,2,6,70,low
1,10,1,0,35,high
1,10,1,6,70,low
1,2,2,6,65,low
1,1,1,2,55,low
2,8,6,0,65,low
1,1,1,2,65,low
3,1,1,1,65,low
3,1,1,2,40,low
3,1,1,0,40,low
1,10,2,6,70,low
2,1,1,0,55,high
2,1,1,0,50,high
1,10,1,0,35,high
1,2,2,0,75,low
2,10,1,0,60,high
2,10,1,0,50,low
2,1,1,0,45,high
2,1,1,0,75,low
2,10,1,1,75,low
3,1,1,6,50,low
1,1,1,0,65,high
2,10,1,1,35,low
1,3,4,7,80,low
3,2,2,0,60,high
1,10,1,2,75,high
2,10,2,0,45,high
1,10,1,2,50,low
2,5,2,1,75,low
1,5,2,0,35,high
2,10,4,0,75,high
2,2,2,1,75,low
3,1,1,0,45,high
1,1,1,0,60,high
2,1,1,0,75,high
1,1,1,6,70,low
2,1,1,2,60,high
2,1,1,0,30,high
3,2,2,0,40,high
3,1,1,0,45,high
3,1,1,0,60,high
1,1,1,0,60,low
1,1,1,2,55,low
1,1,1,0,45,low
3,1,1,0,5,low
2,1,1,6,65,low
1,1,1,0,60,high
3,10,1,0,60,low
1,1,1,0,50,high
2,1,2,0,30,low
3,10,1,0,75,low
1,1,1,6,55,low
1,1,1,0,35,high
2,1,1,2,75,low
3,1,1,6,50,high
1,1,1,2,55,high
5,1,1,6,65,low
3,1,1,0,45,high
1,1,1,6,55,low
3,1,1,0,60,low
1,10,1,0,45,high
2,1,1,0,35,low
3,1,1,1,35,low
2,1,1,0,70,high
3,10,1,0,40,high
2,1,1,1,65,low
2,5,1,0,75,low
5,1,1,6,80,high
1,10,1,6,75,low
1,1,1,6,55,low
1,10,1,2,50,low
1,1,0,0,0,high
2,10,1,6,45,low
2,1,1,1,55,low
3,1,1,0,65,high
2,2,2,2,75,low
2,10,1,0,40,low
1,2,2,0,70,low
1,2,2,0,75,high
1,1,2,0,45,high
2,10,1,0,60,high
2,10,1,0,50,high
1,10,1,2,55,low
3,10,2,0,30,low
1,2,2,6,70,low
1,10,1,1,75,low
3,2,2,6,30,low
1,2,2,0,75,high
1,10,2,2,75,high
2,5,2,0,75,high
3,2,2,2,55,low
2,2,2,0,50,high
2,10,1,0,55,low
1,2,2,0,70,high
2,10,2,0,70,high
3,2,2,6,65,low
3,2,2,0,60,high
1,1,1,1,65,low
2,1,1,0,75,high
5,1,1,6,45,low
2,1,1,0,50,high
3,1,1,0,45,high
3,10,1,6,60,low
2,1,1,0,75,high
1,1,1,2,35,low
3,1,1,6,40,low
1,1,1,1,60,low
2,1,1,0,55,high
2,10,1,0,60,high
1,1,1,1,65,low
1,1,1,0,75,low
3,10,1,0,35,high
1,1,1,2,70,low
1,1,1,0,75,high
2,1,1,6,55,low
3,1,1,1,55,low
1,1,1,0,35,high
1,1,1,0,55,low
3,10,1,0,60,low
1,1,1,6,40,low
1,1,1,2,55,low
3,1,1,1,55,low
2,1,1,7,40,low
2,1,1,2,45,low
2,10,1,6,55,low
1,1,1,0,55,low
2,1,1,0,60,low
2,1,1,0,50,high
1,10,1,0,45,high
2,3,4,1,60,low
3,2,2,0,65,high
3,10,1,0,30,low
1,1,1,0,75,high
2,1,1,2,65,low
5,10,1,1,60,low
1,1,1,1,75,low
2,2,2,0,30,low
1,1,1,1,70,low
3,2,2,0,45,high
1,10,2,0,60,high
2,10,1,2,55,low
2,2,2,6,70,high
1,2,6,0,80,low
2,1,1,6,75,low
1,1,1,6,45,low
3,10,1,6,45,high
1,1,1,0,75,high
1,1,1,0,35,high
1,1,1,0,55,low
3,1,1,0,50,high
3,1,1,1,60,low
2,10,1,6,50,low
2,1,1,0,45,high
3,1,1,0,55,high
1,1,1,0,55,low
2,1,1,0,45,low
3,1,1,0,35,high
1,1,1,0,30,low
2,1,1,2,55,low
1,1,1,0,55,high
1,1,5,0,45,high
2,1,1,0,80,low
2,1,1,2,55,low
1,1,1,8,60,low
1,1,1,6,75,low
1,1,1,0,55,high
1,1,1,0,30,high
2,2,2,0,75,high
3,1,1,0,65,high
3,1,1,0,65,low
3,10,1,6,50,low
2,10,1,0,55,high
2,1,1,0,80,low
1,1,1,0,70,low
3,1,1,0,35,low
3,1,1,0,70,high
1,10,1,6,70,low
2,1,1,0,50,high
3,1,1,0,40,low
3,1,1,1,65,low
2,10,1,1,75,low
2,10,1,0,50,high
2,1,1,8,60,low
2,1,1,0,45,high
2,1,1,0,50,high
3,10,1,0,65,high
3,1,1,0,60,high
2,10,1,0,40,high
1,10,1,0,70,high
1,1,1,0,40,high
1,1,1,0,50,high
2,10,1,0,70,high
1,1,2,2,55,low
2,1,1,0,30,high
2,1,1,0,20,high
1,1,1,6,70,low
1,1,1,0,75,low
3,1,1,0,65,high
1,1,1,0,50,low
2,10,1,0,60,high
3,1,1,0,30,high
1,1,1,0,60,low
1,1,1,0,35,high
2,10,2,0,75,high
2,10,1,0,55,low
1,1,1,1,70,low
2,10,1,0,70,high
1,10,2,0,60,low
3,10,1,0,30,high
1,2,2,0,75,low
2,10,1,0,55,low
2,2,2,0,60,high
1,1,1,8,75,low
1,1,1,6,40,low
1,1,0,0,0,low
1,10,1,2,60,low
1,10,1,0,55,high
1,1,1,1,75,high
1,1,1,2,55,low
1,1,1,0,50,high
5,1,1,0,30,high
5,1,1,2,35,low
2,1,1,1,75,low
1,1,1,98,65,low
1,1,1,0,75,low
2,1,1,0,60,low
1,1,1,0,65,high
2,1,11,0,55,high
1,10,1,0,70,high
2,1,1,1,75,low
3,10,1,0,40,high
2,10,1,0,65,low
3,10,1,1,65,low
1,10,1,1,65,low
1,1,1,0,70,high
2,1,1,0,35,high
2,1,1,0,75,high
3,1,1,2,40,low
1,1,1,0,45,high
1,1,1,0,70,low
1,1,1,0,60,high
1,1,1,2,70,high
1,1,11,8,35,low
3,1,1,6,40,low
1,1,1,2,60,low
3,10,1,0,45,high
1,10,1,0,35,high
3,2,2,0,30,low
2,10,2,0,55,high
1,1,1,6,55,low
3,1,1,7,60,high
1,1,1,6,60,high
1,10,1,0,60,high
1,1,1,7,65,low
1,2,2,0,75,low
2,1,1,2,60,low
1,2,2,6,65,low
1,10,1,0,75,high
4,1,1,8,75,high
1,1,1,6,65,low
3,10,1,0,35,high
1,1,1,0,55,high
1,10,2,6,40,low
1,1,1,6,70,high
2,10,1,0,50,low
1,1,1,6,35,low
1,1,1,0,75,low
1,10,1,0,45,high
1,10,1,0,40,high
1,1,1,0,35,high
2,1,1,0,65,low
3,10,1,0,40,high
3,1,1,0,35,high
3,1,1,0,60,low
1,1,1,6,75,low
3,1,1,6,45,low
1,1,0,0,0,high
1,1,1,2,75,high
1,1,1,7,80,low
2,10,1,0,55,high
2,1,1,0,50,low
2,2,2,0,70,low
3,2,2,0,35,high
1,10,1,7,75,low
1,10,1,6,40,low
3,10,1,6,65,high
2,10,1,6,70,low
1,1,1,0,35,high
1,1,1,0,55,high
1,1,1,2,60,low
2,10,1,0,55,high
1,1,1,2,70,low
3,1,1,0,35,high
1,10,1,6,40,low
1,1,1,7,45,high
2,2,2,0,75,high
1,1,1,1,60,low
1,1,1,0,75,low
1,10,1,0,40,high
3,2,2,0,35,low
2,10,1,1,65,low
2,1,1,0,60,high
3,1,2,0,65,high
2,1,1,0,55,low
2,5,1,0,60,high
1,1,1,0,65,high
1,1,1,0,65,low
1,10,1,0,30,low
1,1,1,0,40,high
1,1,1,0,80,high
1,5,2,6,75,low
3,10,1,0,60,low
2,10,1,0,35,high
3,10,1,6,40,low
1,1,1,6,35,low
3,10,1,6,45,low
1,1,1,6,45,low
3,1,6,1,45,high
1,1,1,6,45,low
1,1,1,9,70,low
2,1,1,0,50,high
4,1,1,2,75,low
3,10,1,1,45,low
1,1,1,1,70,low
1,1,1,0,65,high
3,1,1,0,55,high
2,10,1,2,55,low
2,2,2,0,55,high
2,5,1,2,75,low
1,10,1,0,30,high
3,1,1,0,55,high
6,1,1,0,75,low
2,1,1,2,75,high
3,10,1,2,55,low
1,1,1,0,55,high
2,1,1,0,55,high
2,10,1,0,45,high
2,1,1,1,70,low
2,10,1,0,45,low
1,10,1,0,30,high
1,2,2,7,55,low
2,10,2,0,40,high
1,10,2,6,45,low
1,1,0,6,0,low
3,10,1,0,40,high
1,1,1,0,30,low
1,1,1,6,75,low
1,1,1,1,75,low
1,1,1,0,70,low
1,1,1,6,40,low
1,1,1,0,80,low
3,1,1,1,75,low
3,1,1,0,70,low
3,1,1,0,65,low
1,1,1,0,50,high
1,1,1,0,75,high
3,2,2,0,55,low
2,1,1,0,60,low
2,10,1,0,40,high
3,1,1,0,45,high
1,1,1,0,55,high
2,1,1,0,60,low
3,1,1,0,45,low
3,10,1,0,45,high
1,1,1,0,60,low
2,1,1,6,60,low
3,10,1,0,70,high
1,1,1,0,55,low
3,1,1,6,75,low
3,1,1,0,40,high
1,1,1,1,70,low
2,1,1,2,55,low
2,10,1,0,55,high
4,2,2,0,70,low
1,1,1,0,40,high
1,1,1,6,30,low
1,1,1,0,60,high
1,1,1,6,40,low
1,1,1,6,60,low
2,1,1,0,55,high
2,1,1,0,55,low
1,1,1,0,55,high
1,1,1,1,55,low
1,1,1,6,60,low
1,1,1,0,50,high
1,1,1,0,60,low
3,1,1,6,35,low
1,1,1,0,70,low
1,1,1,0,60,high
1,1,1,2,45,low
3,1,1,0,65,high
1,1,1,6,75,low
2,1,1,0,55,high
1,1,1,0,50,high
1,1,1,7,75,low
4,1,1,0,70,low
1,1,1,0,60,high
1,1,1,0,75,low
1,10,1,0,75,high
2,1,1,2,75,low
2,1,1,0,70,high
3,1,1,0,45,high
3,2,2,0,50,low
1,1,1,6,65,low
1,10,1,2,60,low
3,10,2,0,35,high
3,1,1,0,45,low
2,1,1,0,65,low
1,1,1,2,60,low
1,10,1,0,75,low
1,1,1,0,60,high
2,10,6,0,70,high
2,10,1,1,60,low
1,10,1,6,75,low
1,1,1,2,75,low
1,1,1,0,55,high
1,10,1,0,55,high
3,1,1,0,70,high
3,10,1,0,30,high
1,10,1,6,65,low
3,2,2,0,40,high
1,2,2,0,60,low
2,1,1,0,40,low
1,1,1,0,60,high
3,1,1,2,45,low
2,1,1,0,75,high
1,1,1,2,65,low
3,1,1,1,60,low
2,1,1,6,60,low
1,10,1,1,70,low
1,1,1,0,70,high
3,1,1,0,30,high
3,1,1,0,35,low
2,1,1,0,65,low
2,1,1,11,75,low
3,1,1,0,60,high
3,1,1,0,35,high
3,10,1,6,45,low
2,1,1,0,60,low
1,1,1,0,50,high
1,1,1,0,45,low
3,1,1,6,45,low
2,1,1,0,65,low
3,1,1,0,40,low
2,2,2,0,30,high
1,1,1,6,45,low
3,10,1,0,40,low
1,2,2,0,60,high
1,2,2,1,75,low
3,10,1,1,65,low
2,1,1,0,45,high
2,1,1,0,55,low
1,1,0,1,0,high
3,1,1,0,40,low
2,10,1,0,65,high
3,1,1,0,30,low
2,1,1,1,70,low
2,1,1,0,55,high
2,1,1,0,60,high
2,1,1,1,60,high
1,10,1,0,75,low
1,2,2,6,75,low
1,10,2,6,65,low
5,1,1,1,65,low
2,1,1,6,75,low
2,2,2,6,55,low
3,1,1,0,35,high
2,99,99,0,55,high
3,10,1,0,35,high
2,1,1,0,65,low
1,10,1,0,65,high
1,10,1,0,70,low
1,2,6,2,60,low
1,1,0,11,0,low
1,1,1,0,40,high
2,2,6,0,60,high
4,10,1,0,75,high
3,10,2,0,45,high
2,2,6,0,75,high
1,10,1,1,75,low
2,2,2,11,75,low
1,10,1,2,30,low
3,10,1,1,65,low
1,10,1,0,45,low
2,5,1,2,70,low
2,10,1,0,60,high
1,10,1,98,70,low
1,10,1,1,70,low
3,10,1,0,70,high
1,1,1,2,60,low
3,10,1,0,60,low
1,10,1,0,75,low
3,10,1,0,65,high
2,10,1,2,40,low
1,10,2,0,70,low
1,1,1,0,30,low
3,1,1,0,70,low
3,1,1,0,40,high
1,1,1,0,30,high
1,10,1,0,70,high
2,2,2,0,60,high
